index	exponent_vector	monomial
370	3,4,2,2,2,0,0	b4^3*q2_0^4*q3_0^2*q4_0^2*q5_0^2
371	5,3,2,2,2,0,0	b4^5*q2_0^3*q3_0^2*q4_0^2*q5_0^2
372	7,2,2,2,2,0,0	b4^7*q2_0^2*q3_0^2*q4_0^2*q5_0^2
373	9,1,2,2,2,0,0	b4^9*q2_0*q3_0^2*q4_0^2*q5_0^2
374	11,0,2,2,2,0,0	b4^11*q3_0^2*q4_0^2*q5_0^2
375	0,7,1,2,2,0,0	q2_0^7*q3_0*q4_0^2*q5_0^2
376	2,6,1,2,2,0,0	b4^2*q2_0^6*q3_0*q4_0^2*q5_0^2
377	4,5,1,2,2,0,0	b4^4*q2_0^5*q3_0*q4_0^2*q5_0^2
378	6,4,1,2,2,0,0	b4^6*q2_0^4*q3_0*q4_0^2*q5_0^2
379	8,3,1,2,2,0,0	b4^8*q2_0^3*q3_0*q4_0^2*q5_0^2
380	10,2,1,2,2,0,0	b4^10*q2_0^2*q3_0*q4_0^2*q5_0^2
381	12,1,1,2,2,0,0	b4^12*q2_0*q3_0*q4_0^2*q5_0^2
382	14,0,1,2,2,0,0	b4^14*q3_0*q4_0^2*q5_0^2
383	1,8,0,2,2,0,0	b4*q2_0^8*q4_0^2*q5_0^2
384	3,7,0,2,2,0,0	b4^3*q2_0^7*q4_0^2*q5_0^2
385	5,6,0,2,2,0,0	b4^5*q2_0^6*q4_0^2*q5_0^2
386	7,5,0,2,2,0,0	b4^7*q2_0^5*q4_0^2*q5_0^2
387	9,4,0,2,2,0,0	b4^9*q2_0^4*q4_0^2*q5_0^2
388	11,3,0,2,2,0,0	b4^11*q2_0^3*q4_0^2*q5_0^2
389	13,2,0,2,2,0,0	b4^13*q2_0^2*q4_0^2*q5_0^2
390	0,0,7,1,2,0,0	q3_0^7*q4_0*q5_0^2
391	1,1,6,1,2,0,0	b4*q2_0*q3_0^6*q4_0*q5_0^2
392	3,0,6,1,2,0,0	b4^3*q3_0^6*q4_0*q5_0^2
393	0,3,5,1,2,0,0	q2_0^3*q3_0^5*q4_0*q5_0^2
394	2,2,5,1,2,0,0	b4^2*q2_0^2*q3_0^5*q4_0*q5_0^2
395	4,1,5,1,2,0,0	b4^4*q2_0*q3_0^5*q4_0*q5_0^2
396	6,0,5,1,2,0,0	b4^6*q3_0^5*q4_0*q5_0^2
397	1,4,4,1,2,0,0	b4*q2_0^4*q3_0^4*q4_0*q5_0^2
398	3,3,4,1,2,0,0	b4^3*q2_0^3*q3_0^4*q4_0*q5_0^2
399	5,2,4,1,2,0,0	b4^5*q2_0^2*q3_0^4*q4_0*q5_0^2
400	7,1,4,1,2,0,0	b4^7*q2_0*q3_0^4*q4_0*q5_0^2
401	9,0,4,1,2,0,0	b4^9*q3_0^4*q4_0*q5_0^2
402	0,6,3,1,2,0,0	q2_0^6*q3_0^3*q4_0*q5_0^2
403	2,5,3,1,2,0,0	b4^2*q2_0^5*q3_0^3*q4_0*q5_0^2
404	4,4,3,1,2,0,0	b4^4*q2_0^4*q3_0^3*q4_0*q5_0^2
405	6,3,3,1,2,0,0	b4^6*q2_0^3*q3_0^3*q4_0*q5_0^2
406	8,2,3,1,2,0,0	b4^8*q2_0^2*q3_0^3*q4_0*q5_0^2
407	10,1,3,1,2,0,0	b4^10*q2_0*q3_0^3*q4_0*q5_0^2
408	12,0,3,1,2,0,0	b4^12*q3_0^3*q4_0*q5_0^2
409	1,7,2,1,2,0,0	b4*q2_0^7*q3_0^2*q4_0*q5_0^2
410	3,6,2,1,2,0,0	b4^3*q2_0^6*q3_0^2*q4_0*q5_0^2
411	5,5,2,1,2,0,0	b4^5*q2_0^5*q3_0^2*q4_0*q5_0^2
412	7,4,2,1,2,0,0	b4^7*q2_0^4*q3_0^2*q4_0*q5_0^2
413	9,3,2,1,2,0,0	b4^9*q2_0^3*q3_0^2*q4_0*q5_0^2
414	11,2,2,1,2,0,0	b4^11*q2_0^2*q3_0^2*q4_0*q5_0^2
415	13,1,2,1,2,0,0	b4^13*q2_0*q3_0^2*q4_0*q5_0^2
416	15,0,2,1,2,0,0	b4^15*q3_0^2*q4_0*q5_0^2
417	0,9,1,1,2,0,0	q2_0^9*q3_0*q4_0*q5_0^2
418	2,8,1,1,2,0,0	b4^2*q2_0^8*q3_0*q4_0*q5_0^2
419	4,7,1,1,2,0,0	b4^4*q2_0^7*q3_0*q4_0*q5_0^2
420	6,6,1,1,2,0,0	b4^6*q2_0^6*q3_0*q4_0*q5_0^2
421	8,5,1,1,2,0,0	b4^8*q2_0^5*q3_0*q4_0*q5_0^2
422	1,0,8,0,2,0,0	b4*q3_0^8*q5_0^2
423	0,2,7,0,2,0,0	q2_0^2*q3_0^7*q5_0^2
424	2,1,7,0,2,0,0	b4^2*q2_0*q3_0^7*q5_0^2
425	4,0,7,0,2,0,0	b4^4*q3_0^7*q5_0^2
426	1,3,6,0,2,0,0	b4*q2_0^3*q3_0^6*q5_0^2
427	3,2,6,0,2,0,0	b4^3*q2_0^2*q3_0^6*q5_0^2
428	5,1,6,0,2,0,0	b4^5*q2_0*q3_0^6*q5_0^2
429	7,0,6,0,2,0,0	b4^7*q3_0^6*q5_0^2
430	0,5,5,0,2,0,0	q2_0^5*q3_0^5*q5_0^2
431	2,4,5,0,2,0,0	b4^2*q2_0^4*q3_0^5*q5_0^2
432	4,3,5,0,2,0,0	b4^4*q2_0^3*q3_0^5*q5_0^2
433	6,2,5,0,2,0,0	b4^6*q2_0^2*q3_0^5*q5_0^2
434	0,1,0,7,1,0,0	q2_0*q4_0^7*q5_0
435	0,0,2,6,1,0,0	q3_0^2*q4_0^6*q5_0
436	0,3,0,6,1,0,0	q2_0^3*q4_0^6*q5_0
437	0,2,2,5,1,0,0	q2_0^2*q3_0^2*q4_0^5*q5_0
438	0,5,0,5,1,0,0	q2_0^5*q4_0^5*q5_0
439	0,1,4,4,1,0,0	q2_0*q3_0^4*q4_0^4*q5_0
440	0,4,2,4,1,0,0	q2_0^4*q3_0^2*q4_0^4*q5_0
441	0,7,0,4,1,0,0	q2_0^7*q4_0^4*q5_0
442	0,0,6,3,1,0,0	q3_0^6*q4_0^3*q5_0
443	0,3,4,3,1,0,0	q2_0^3*q3_0^4*q4_0^3*q5_0
444	7,2,2,1,3,0,0	b4^7*q2_0^2*q3_0^2*q4_0*q5_0^3
445	9,1,2,1,3,0,0	b4^9*q2_0*q3_0^2*q4_0*q5_0^3
446	11,0,2,1,3,0,0	b4^11*q3_0^2*q4_0*q5_0^3
447	0,7,1,1,3,0,0	q2_0^7*q3_0*q4_0*q5_0^3
448	2,6,1,1,3,0,0	b4^2*q2_0^6*q3_0*q4_0*q5_0^3
449	4,5,1,1,3,0,0	b4^4*q2_0^5*q3_0*q4_0*q5_0^3
450	6,4,1,1,3,0,0	b4^6*q2_0^4*q3_0*q4_0*q5_0^3
451	8,3,1,1,3,0,0	b4^8*q2_0^3*q3_0*q4_0*q5_0^3
452	10,2,1,1,3,0,0	b4^10*q2_0^2*q3_0*q4_0*q5_0^3
453	12,1,1,1,3,0,0	b4^12*q2_0*q3_0*q4_0*q5_0^3
454	14,0,1,1,3,0,0	b4^14*q3_0*q4_0*q5_0^3
455	1,8,0,1,3,0,0	b4*q2_0^8*q4_0*q5_0^3
456	3,7,0,1,3,0,0	b4^3*q2_0^7*q4_0*q5_0^3
457	5,6,0,1,3,0,0	b4^5*q2_0^6*q4_0*q5_0^3
458	7,5,0,1,3,0,0	b4^7*q2_0^5*q4_0*q5_0^3
459	9,4,0,1,3,0,0	b4^9*q2_0^4*q4_0*q5_0^3
460	11,3,0,1,3,0,0	b4^11*q2_0^3*q4_0*q5_0^3
461	13,2,0,1,3,0,0	b4^13*q2_0^2*q4_0*q5_0^3
462	0,0,7,0,3,0,0	q3_0^7*q5_0^3
463	1,1,6,0,3,0,0	b4*q2_0*q3_0^6*q5_0^3
464	3,0,6,0,3,0,0	b4^3*q3_0^6*q5_0^3
465	0,3,5,0,3,0,0	q2_0^3*q3_0^5*q5_0^3
466	2,2,5,0,3,0,0	b4^2*q2_0^2*q3_0^5*q5_0^3
467	4,1,5,0,3,0,0	b4^4*q2_0*q3_0^5*q5_0^3
468	6,0,5,0,3,0,0	b4^6*q3_0^5*q5_0^3
469	1,4,4,0,3,0,0	b4*q2_0^4*q3_0^4*q5_0^3
470	3,3,4,0,3,0,0	b4^3*q2_0^3*q3_0^4*q5_0^3
471	5,2,4,0,3,0,0	b4^5*q2_0^2*q3_0^4*q5_0^3
472	7,1,4,0,3,0,0	b4^7*q2_0*q3_0^4*q5_0^3
473	9,0,4,0,3,0,0	b4^9*q3_0^4*q5_0^3
474	0,6,3,0,3,0,0	q2_0^6*q3_0^3*q5_0^3
475	2,5,3,0,3,0,0	b4^2*q2_0^5*q3_0^3*q5_0^3
476	4,4,3,0,3,0,0	b4^4*q2_0^4*q3_0^3*q5_0^3
477	6,3,3,0,3,0,0	b4^6*q2_0^3*q3_0^3*q5_0^3
478	8,2,3,0,3,0,0	b4^8*q2_0^2*q3_0^3*q5_0^3
479	10,1,3,0,3,0,0	b4^10*q2_0*q3_0^3*q5_0^3
480	12,0,3,0,3,0,0	b4^12*q3_0^3*q5_0^3
481	1,7,2,0,3,0,0	b4*q2_0^7*q3_0^2*q5_0^3
482	3,6,2,0,3,0,0	b4^3*q2_0^6*q3_0^2*q5_0^3
483	5,5,2,0,3,0,0	b4^5*q2_0^5*q3_0^2*q5_0^3
484	7,4,2,0,3,0,0	b4^7*q2_0^4*q3_0^2*q5_0^3
485	9,3,2,0,3,0,0	b4^9*q2_0^3*q3_0^2*q5_0^3
486	11,2,2,0,3,0,0	b4^11*q2_0^2*q3_0^2*q5_0^3
487	13,1,2,0,3,0,0	b4^13*q2_0*q3_0^2*q5_0^3
488	15,0,2,0,3,0,0	b4^15*q3_0^2*q5_0^3
489	0,9,1,0,3,0,0	q2_0^9*q3_0*q5_0^3
490	2,8,1,0,3,0,0	b4^2*q2_0^8*q3_0*q5_0^3
491	4,7,1,0,3,0,0	b4^4*q2_0^7*q3_0*q5_0^3
492	6,6,1,0,3,0,0	b4^6*q2_0^6*q3_0*q5_0^3
493	8,5,1,0,3,0,0	b4^8*q2_0^5*q3_0*q5_0^3
494	0,1,0,6,2,0,0	q2_0*q4_0^6*q5_0^2
495	2,0,0,6,2,0,0	b4^2*q4_0^6*q5_0^2
496	0,0,2,5,2,0,0	q3_0^2*q4_0^5*q5_0^2
497	1,1,1,5,2,0,0	b4*q2_0*q3_0*q4_0^5*q5_0^2
498	3,0,1,5,2,0,0	b4^3*q3_0*q4_0^5*q5_0^2
499	0,3,0,5,2,0,0	q2_0^3*q4_0^5*q5_0^2
500	2,2,0,5,2,0,0	b4^2*q2_0^2*q4_0^5*q5_0^2
501	4,1,0,5,2,0,0	b4^4*q2_0*q4_0^5*q5_0^2
502	6,0,0,5,2,0,0	b4^6*q4_0^5*q5_0^2
503	1,0,3,4,2,0,0	b4*q3_0^3*q4_0^4*q5_0^2
504	0,2,2,4,2,0,0	q2_0^2*q3_0^2*q4_0^4*q5_0^2
505	2,1,2,4,2,0,0	b4^2*q2_0*q3_0^2*q4_0^4*q5_0^2
506	4,0,2,4,2,0,0	b4^4*q3_0^2*q4_0^4*q5_0^2
507	1,3,1,4,2,0,0	b4*q2_0^3*q3_0*q4_0^4*q5_0^2
508	3,2,1,4,2,0,0	b4^3*q2_0^2*q3_0*q4_0^4*q5_0^2
509	5,1,1,4,2,0,0	b4^5*q2_0*q3_0*q4_0^4*q5_0^2
510	7,0,1,4,2,0,0	b4^7*q3_0*q4_0^4*q5_0^2
511	0,5,0,4,2,0,0	q2_0^5*q4_0^4*q5_0^2
512	2,4,0,4,2,0,0	b4^2*q2_0^4*q4_0^4*q5_0^2
513	4,3,0,4,2,0,0	b4^4*q2_0^3*q4_0^4*q5_0^2
514	6,2,0,4,2,0,0	b4^6*q2_0^2*q4_0^4*q5_0^2
515	8,1,0,4,2,0,0	b4^8*q2_0*q4_0^4*q5_0^2
516	10,0,0,4,2,0,0	b4^10*q4_0^4*q5_0^2
517	0,1,4,3,2,0,0	q2_0*q3_0^4*q4_0^3*q5_0^2
518	2,0,4,3,2,0,0	b4^2*q3_0^4*q4_0^3*q5_0^2
519	1,2,3,3,2,0,0	b4*q2_0^2*q3_0^3*q4_0^3*q5_0^2
520	3,1,3,3,2,0,0	b4^3*q2_0*q3_0^3*q4_0^3*q5_0^2
521	5,0,3,3,2,0,0	b4^5*q3_0^3*q4_0^3*q5_0^2
522	0,4,2,3,2,0,0	q2_0^4*q3_0^2*q4_0^3*q5_0^2
523	2,3,2,3,2,0,0	b4^2*q2_0^3*q3_0^2*q4_0^3*q5_0^2
524	4,2,2,3,2,0,0	b4^4*q2_0^2*q3_0^2*q4_0^3*q5_0^2
525	6,1,2,3,2,0,0	b4^6*q2_0*q3_0^2*q4_0^3*q5_0^2
526	8,0,2,3,2,0,0	b4^8*q3_0^2*q4_0^3*q5_0^2
527	1,5,1,3,2,0,0	b4*q2_0^5*q3_0*q4_0^3*q5_0^2
528	3,4,1,3,2,0,0	b4^3*q2_0^4*q3_0*q4_0^3*q5_0^2
529	5,3,1,3,2,0,0	b4^5*q2_0^3*q3_0*q4_0^3*q5_0^2
530	7,2,1,3,2,0,0	b4^7*q2_0^2*q3_0*q4_0^3*q5_0^2
531	9,1,1,3,2,0,0	b4^9*q2_0*q3_0*q4_0^3*q5_0^2
532	11,0,1,3,2,0,0	b4^11*q3_0*q4_0^3*q5_0^2
533	0,7,0,3,2,0,0	q2_0^7*q4_0^3*q5_0^2
534	2,6,0,3,2,0,0	b4^2*q2_0^6*q4_0^3*q5_0^2
535	4,5,0,3,2,0,0	b4^4*q2_0^5*q4_0^3*q5_0^2
536	6,4,0,3,2,0,0	b4^6*q2_0^4*q4_0^3*q5_0^2
537	8,3,0,3,2,0,0	b4^8*q2_0^3*q4_0^3*q5_0^2
538	0,0,6,2,2,0,0	q3_0^6*q4_0^2*q5_0^2
539	0,3,4,2,2,0,0	q2_0^3*q3_0^4*q4_0^2*q5_0^2
540	0,6,2,2,2,0,0	q2_0^6*q3_0^2*q4_0^2*q5_0^2
541	0,9,0,2,2,0,0	q2_0^9*q4_0^2*q5_0^2
542	0,2,6,1,2,0,0	q2_0^2*q3_0^6*q4_0*q5_0^2
543	0,5,4,1,2,0,0	q2_0^5*q3_0^4*q4_0*q5_0^2
544	0,8,2,1,2,0,0	q2_0^8*q3_0^2*q4_0*q5_0^2
545	0,1,8,0,2,0,0	q2_0*q3_0^8*q5_0^2
546	0,0,1,7,1,0,0	q3_0*q4_0^7*q5_0
547	0,0,5,4,1,0,0	q3_0^5*q4_0^4*q5_0
548	0,5,1,1,4,0,0	q2_0^5*q3_0*q4_0*q5_0^4
549	2,4,1,1,4,0,0	b4^2*q2_0^4*q3_0*q4_0*q5_0^4
550	4,3,1,1,4,0,0	b4^4*q2_0^3*q3_0*q4_0*q5_0^4
551	6,2,1,1,4,0,0	b4^6*q2_0^2*q3_0*q4_0*q5_0^4
552	8,1,1,1,4,0,0	b4^8*q2_0*q3_0*q4_0*q5_0^4
553	10,0,1,1,4,0,0	b4^10*q3_0*q4_0*q5_0^4
554	1,6,0,1,4,0,0	b4*q2_0^6*q4_0*q5_0^4
555	3,5,0,1,4,0,0	b4^3*q2_0^5*q4_0*q5_0^4
556	5,4,0,1,4,0,0	b4^5*q2_0^4*q4_0*q5_0^4
557	7,3,0,1,4,0,0	b4^7*q2_0^3*q4_0*q5_0^4
558	9,2,0,1,4,0,0	b4^9*q2_0^2*q4_0*q5_0^4
559	11,1,0,1,4,0,0	b4^11*q2_0*q4_0*q5_0^4
560	13,0,0,1,4,0,0	b4^13*q4_0*q5_0^4
561	0,1,5,0,4,0,0	q2_0*q3_0^5*q5_0^4
562	2,0,5,0,4,0,0	b4^2*q3_0^5*q5_0^4
563	1,2,4,0,4,0,0	b4*q2_0^2*q3_0^4*q5_0^4
564	3,1,4,0,4,0,0	b4^3*q2_0*q3_0^4*q5_0^4
565	5,0,4,0,4,0,0	b4^5*q3_0^4*q5_0^4
566	0,4,3,0,4,0,0	q2_0^4*q3_0^3*q5_0^4
567	2,3,3,0,4,0,0	b4^2*q2_0^3*q3_0^3*q5_0^4
568	4,2,3,0,4,0,0	b4^4*q2_0^2*q3_0^3*q5_0^4
569	6,1,3,0,4,0,0	b4^6*q2_0*q3_0^3*q5_0^4
570	8,0,3,0,4,0,0	b4^8*q3_0^3*q5_0^4
571	1,5,2,0,4,0,0	b4*q2_0^5*q3_0^2*q5_0^4
572	3,4,2,0,4,0,0	b4^3*q2_0^4*q3_0^2*q5_0^4
573	5,3,2,0,4,0,0	b4^5*q2_0^3*q3_0^2*q5_0^4
574	7,2,2,0,4,0,0	b4^7*q2_0^2*q3_0^2*q5_0^4
575	9,1,2,0,4,0,0	b4^9*q2_0*q3_0^2*q5_0^4
576	11,0,2,0,4,0,0	b4^11*q3_0^2*q5_0^4
577	0,7,1,0,4,0,0	q2_0^7*q3_0*q5_0^4
578	2,6,1,0,4,0,0	b4^2*q2_0^6*q3_0*q5_0^4
579	4,5,1,0,4,0,0	b4^4*q2_0^5*q3_0*q5_0^4
580	6,4,1,0,4,0,0	b4^6*q2_0^4*q3_0*q5_0^4
581	8,3,1,0,4,0,0	b4^8*q2_0^3*q3_0*q5_0^4
582	10,2,1,0,4,0,0	b4^10*q2_0^2*q3_0*q5_0^4
583	12,1,1,0,4,0,0	b4^12*q2_0*q3_0*q5_0^4
584	14,0,1,0,4,0,0	b4^14*q3_0*q5_0^4
585	1,8,0,0,4,0,0	b4*q2_0^8*q5_0^4
586	3,7,0,0,4,0,0	b4^3*q2_0^7*q5_0^4
587	5,6,0,0,4,0,0	b4^5*q2_0^6*q5_0^4
588	7,5,0,0,4,0,0	b4^7*q2_0^5*q5_0^4
589	9,4,0,0,4,0,0	b4^9*q2_0^4*q5_0^4
590	11,3,0,0,4,0,0	b4^11*q2_0^3*q5_0^4
591	13,2,0,0,4,0,0	b4^13*q2_0^2*q5_0^4
592	0,1,0,5,3,0,0	q2_0*q4_0^5*q5_0^3
593	2,0,0,5,3,0,0	b4^2*q4_0^5*q5_0^3
594	0,0,2,4,3,0,0	q3_0^2*q4_0^4*q5_0^3
595	1,1,1,4,3,0,0	b4*q2_0*q3_0*q4_0^4*q5_0^3
596	3,0,1,4,3,0,0	b4^3*q3_0*q4_0^4*q5_0^3
597	0,3,0,4,3,0,0	q2_0^3*q4_0^4*q5_0^3
598	2,2,0,4,3,0,0	b4^2*q2_0^2*q4_0^4*q5_0^3
599	4,1,0,4,3,0,0	b4^4*q2_0*q4_0^4*q5_0^3
600	6,0,0,4,3,0,0	b4^6*q4_0^4*q5_0^3
601	1,0,3,3,3,0,0	b4*q3_0^3*q4_0^3*q5_0^3
602	0,2,2,3,3,0,0	q2_0^2*q3_0^2*q4_0^3*q5_0^3
603	2,1,2,3,3,0,0	b4^2*q2_0*q3_0^2*q4_0^3*q5_0^3
604	4,0,2,3,3,0,0	b4^4*q3_0^2*q4_0^3*q5_0^3
605	1,3,1,3,3,0,0	b4*q2_0^3*q3_0*q4_0^3*q5_0^3
606	3,2,1,3,3,0,0	b4^3*q2_0^2*q3_0*q4_0^3*q5_0^3
607	5,1,1,3,3,0,0	b4^5*q2_0*q3_0*q4_0^3*q5_0^3
608	7,0,1,3,3,0,0	b4^7*q3_0*q4_0^3*q5_0^3
609	0,5,0,3,3,0,0	q2_0^5*q4_0^3*q5_0^3
610	2,4,0,3,3,0,0	b4^2*q2_0^4*q4_0^3*q5_0^3
611	4,3,0,3,3,0,0	b4^4*q2_0^3*q4_0^3*q5_0^3
612	6,2,0,3,3,0,0	b4^6*q2_0^2*q4_0^3*q5_0^3
613	8,1,0,3,3,0,0	b4^8*q2_0*q4_0^3*q5_0^3
614	10,0,0,3,3,0,0	b4^10*q4_0^3*q5_0^3
615	0,1,4,2,3,0,0	q2_0*q3_0^4*q4_0^2*q5_0^3
616	2,0,4,2,3,0,0	b4^2*q3_0^4*q4_0^2*q5_0^3
617	1,2,3,2,3,0,0	b4*q2_0^2*q3_0^3*q4_0^2*q5_0^3
618	3,1,3,2,3,0,0	b4^3*q2_0*q3_0^3*q4_0^2*q5_0^3
619	5,0,3,2,3,0,0	b4^5*q3_0^3*q4_0^2*q5_0^3
620	0,4,2,2,3,0,0	q2_0^4*q3_0^2*q4_0^2*q5_0^3
621	2,3,2,2,3,0,0	b4^2*q2_0^3*q3_0^2*q4_0^2*q5_0^3
622	4,2,2,2,3,0,0	b4^4*q2_0^2*q3_0^2*q4_0^2*q5_0^3
623	6,1,2,2,3,0,0	b4^6*q2_0*q3_0^2*q4_0^2*q5_0^3
624	8,0,2,2,3,0,0	b4^8*q3_0^2*q4_0^2*q5_0^3
625	1,5,1,2,3,0,0	b4*q2_0^5*q3_0*q4_0^2*q5_0^3
626	3,4,1,2,3,0,0	b4^3*q2_0^4*q3_0*q4_0^2*q5_0^3
627	5,3,1,2,3,0,0	b4^5*q2_0^3*q3_0*q4_0^2*q5_0^3
628	7,2,1,2,3,0,0	b4^7*q2_0^2*q3_0*q4_0^2*q5_0^3
629	9,1,1,2,3,0,0	b4^9*q2_0*q3_0*q4_0^2*q5_0^3
630	11,0,1,2,3,0,0	b4^11*q3_0*q4_0^2*q5_0^3
631	0,7,0,2,3,0,0	q2_0^7*q4_0^2*q5_0^3
632	2,6,0,2,3,0,0	b4^2*q2_0^6*q4_0^2*q5_0^3
633	4,5,0,2,3,0,0	b4^4*q2_0^5*q4_0^2*q5_0^3
634	6,4,0,2,3,0,0	b4^6*q2_0^4*q4_0^2*q5_0^3
635	8,3,0,2,3,0,0	b4^8*q2_0^3*q4_0^2*q5_0^3
636	10,2,0,2,3,0,0	b4^10*q2_0^2*q4_0^2*q5_0^3
637	12,1,0,2,3,0,0	b4^12*q2_0*q4_0^2*q5_0^3
638	14,0,0,2,3,0,0	b4^14*q4_0^2*q5_0^3
639	0,0,6,1,3,0,0	q3_0^6*q4_0*q5_0^3
640	1,1,5,1,3,0,0	b4*q2_0*q3_0^5*q4_0*q5_0^3
641	3,0,5,1,3,0,0	b4^3*q3_0^5*q4_0*q5_0^3
642	0,3,4,1,3,0,0	q2_0^3*q3_0^4*q4_0*q5_0^3
643	2,2,4,1,3,0,0	b4^2*q2_0^2*q3_0^4*q4_0*q5_0^3
644	4,1,4,1,3,0,0	b4^4*q2_0*q3_0^4*q4_0*q5_0^3
645	6,0,4,1,3,0,0	b4^6*q3_0^4*q4_0*q5_0^3
646	1,4,3,1,3,0,0	b4*q2_0^4*q3_0^3*q4_0*q5_0^3
647	3,3,3,1,3,0,0	b4^3*q2_0^3*q3_0^3*q4_0*q5_0^3
648	5,2,3,1,3,0,0	b4^5*q2_0^2*q3_0^3*q4_0*q5_0^3
649	7,1,3,1,3,0,0	b4^7*q2_0*q3_0^3*q4_0*q5_0^3
650	9,0,3,1,3,0,0	b4^9*q3_0^3*q4_0*q5_0^3
651	0,6,2,1,3,0,0	q2_0^6*q3_0^2*q4_0*q5_0^3
652	2,5,2,1,3,0,0	b4^2*q2_0^5*q3_0^2*q4_0*q5_0^3
653	4,4,2,1,3,0,0	b4^4*q2_0^4*q3_0^2*q4_0*q5_0^3
654	6,3,2,1,3,0,0	b4^6*q2_0^3*q3_0^2*q4_0*q5_0^3
655	0,9,0,1,3,0,0	q2_0^9*q4_0*q5_0^3
656	0,2,6,0,3,0,0	q2_0^2*q3_0^6*q5_0^3
657	0,5,4,0,3,0,0	q2_0^5*q3_0^4*q5_0^3
658	0,8,2,0,3,0,0	q2_0^8*q3_0^2*q5_0^3
659	0,0,1,6,2,0,0	q3_0*q4_0^6*q5_0^2
660	0,2,1,5,2,0,0	q2_0^2*q3_0*q4_0^5*q5_0^2
661	0,1,3,4,2,0,0	q2_0*q3_0^3*q4_0^4*q5_0^2
662	0,4,1,4,2,0,0	q2_0^4*q3_0*q4_0^4*q5_0^2
663	0,0,5,3,2,0,0	q3_0^5*q4_0^3*q5_0^2
664	0,3,3,3,2,0,0	q2_0^3*q3_0^3*q4_0^3*q5_0^2
665	0,6,1,3,2,0,0	q2_0^6*q3_0*q4_0^3*q5_0^2
666	14,1,1,2,1,1,0	b4^14*q2_0*q3_0*q4_0^2*q5_0*q6_0
667	1,9,0,2,1,1,0	b4*q2_0^9*q4_0^2*q5_0*q6_0
668	3,8,0,2,1,1,0	b4^3*q2_0^8*q4_0^2*q5_0*q6_0
669	5,7,0,2,1,1,0	b4^5*q2_0^7*q4_0^2*q5_0*q6_0
670	7,6,0,2,1,1,0	b4^7*q2_0^6*q4_0^2*q5_0*q6_0
671	0,1,7,1,1,1,0	q2_0*q3_0^7*q4_0*q5_0*q6_0
672	2,0,7,1,1,1,0	b4^2*q3_0^7*q4_0*q5_0*q6_0
673	1,2,6,1,1,1,0	b4*q2_0^2*q3_0^6*q4_0*q5_0*q6_0
674	3,1,6,1,1,1,0	b4^3*q2_0*q3_0^6*q4_0*q5_0*q6_0
675	5,0,6,1,1,1,0	b4^5*q3_0^6*q4_0*q5_0*q6_0
676	0,4,5,1,1,1,0	q2_0^4*q3_0^5*q4_0*q5_0*q6_0
677	2,3,5,1,1,1,0	b4^2*q2_0^3*q3_0^5*q4_0*q5_0*q6_0
678	4,2,5,1,1,1,0	b4^4*q2_0^2*q3_0^5*q4_0*q5_0*q6_0
679	6,1,5,1,1,1,0	b4^6*q2_0*q3_0^5*q4_0*q5_0*q6_0
680	8,0,5,1,1,1,0	b4^8*q3_0^5*q4_0*q5_0*q6_0
681	1,5,4,1,1,1,0	b4*q2_0^5*q3_0^4*q4_0*q5_0*q6_0
682	3,4,4,1,1,1,0	b4^3*q2_0^4*q3_0^4*q4_0*q5_0*q6_0
683	5,3,4,1,1,1,0	b4^5*q2_0^3*q3_0^4*q4_0*q5_0*q6_0
684	7,2,4,1,1,1,0	b4^7*q2_0^2*q3_0^4*q4_0*q5_0*q6_0
685	9,1,4,1,1,1,0	b4^9*q2_0*q3_0^4*q4_0*q5_0*q6_0
686	11,0,4,1,1,1,0	b4^11*q3_0^4*q4_0*q5_0*q6_0
687	0,0,1,0,7,0,0	q3_0*q5_0^7
688	1,1,0,0,7,0,0	b4*q2_0*q5_0^7
689	3,0,0,0,7,0,0	b4^3*q5_0^7
690	0,0,0,2,6,0,0	q4_0^2*q5_0^6
691	1,0,1,1,6,0,0	b4*q3_0*q4_0*q5_0^6
692	0,2,0,1,6,0,0	q2_0^2*q4_0*q5_0^6
693	2,1,0,1,6,0,0	b4^2*q2_0*q4_0*q5_0^6
694	4,0,0,1,6,0,0	b4^4*q4_0*q5_0^6
695	0,1,2,0,6,0,0	q2_0*q3_0^2*q5_0^6
696	2,0,2,0,6,0,0	b4^2*q3_0^2*q5_0^6
697	1,2,1,0,6,0,0	b4*q2_0^2*q3_0*q5_0^6
698	3,1,1,0,6,0,0	b4^3*q2_0*q3_0*q5_0^6
699	5,0,1,0,6,0,0	b4^5*q3_0*q5_0^6
700	0,4,0,0,6,0,0	q2_0^4*q5_0^6
701	2,3,0,0,6,0,0	b4^2*q2_0^3*q5_0^6
702	4,2,0,0,6,0,0	b4^4*q2_0^2*q5_0^6
703	6,1,0,0,6,0,0	b4^6*q2_0*q5_0^6
704	8,0,0,0,6,0,0	b4^8*q5_0^6
705	1,0,0,3,5,0,0	b4*q4_0^3*q5_0^5
706	0,1,1,2,5,0,0	q2_0*q3_0*q4_0^2*q5_0^5
707	2,0,1,2,5,0,0	b4^2*q3_0*q4_0^2*q5_0^5
708	1,2,0,2,5,0,0	b4*q2_0^2*q4_0^2*q5_0^5
709	3,1,0,2,5,0,0	b4^3*q2_0*q4_0^2*q5_0^5
