index	exponent_vector	monomial
2878	5,0,3,3,0,2,1	b4^5*q3_0^3*q4_0^3*q6_0^2*b3
2879	0,4,2,3,0,2,1	q2_0^4*q3_0^2*q4_0^3*q6_0^2*b3
2880	2,3,2,3,0,2,1	b4^2*q2_0^3*q3_0^2*q4_0^3*q6_0^2*b3
2881	4,2,2,3,0,2,1	b4^4*q2_0^2*q3_0^2*q4_0^3*q6_0^2*b3
2882	6,1,2,3,0,2,1	b4^6*q2_0*q3_0^2*q4_0^3*q6_0^2*b3
2883	8,0,2,3,0,2,1	b4^8*q3_0^2*q4_0^3*q6_0^2*b3
2884	1,5,1,3,0,2,1	b4*q2_0^5*q3_0*q4_0^3*q6_0^2*b3
2885	3,4,1,3,0,2,1	b4^3*q2_0^4*q3_0*q4_0^3*q6_0^2*b3
2886	5,3,1,3,0,2,1	b4^5*q2_0^3*q3_0*q4_0^3*q6_0^2*b3
2887	7,2,1,3,0,2,1	b4^7*q2_0^2*q3_0*q4_0^3*q6_0^2*b3
2888	9,1,1,3,0,2,1	b4^9*q2_0*q3_0*q4_0^3*q6_0^2*b3
2889	11,0,1,3,0,2,1	b4^11*q3_0*q4_0^3*q6_0^2*b3
2890	0,7,0,3,0,2,1	q2_0^7*q4_0^3*q6_0^2*b3
2891	2,6,0,3,0,2,1	b4^2*q2_0^6*q4_0^3*q6_0^2*b3
2892	4,5,0,3,0,2,1	b4^4*q2_0^5*q4_0^3*q6_0^2*b3
2893	6,4,0,3,0,2,1	b4^6*q2_0^4*q4_0^3*q6_0^2*b3
2894	8,3,0,3,0,2,1	b4^8*q2_0^3*q4_0^3*q6_0^2*b3
2895	10,2,0,3,0,2,1	b4^10*q2_0^2*q4_0^3*q6_0^2*b3
2896	12,1,0,3,0,2,1	b4^12*q2_0*q4_0^3*q6_0^2*b3
2897	14,0,0,3,0,2,1	b4^14*q4_0^3*q6_0^2*b3
2898	0,0,6,2,0,2,1	q3_0^6*q4_0^2*q6_0^2*b3
2899	1,1,5,2,0,2,1	b4*q2_0*q3_0^5*q4_0^2*q6_0^2*b3
2900	3,0,5,2,0,2,1	b4^3*q3_0^5*q4_0^2*q6_0^2*b3
2901	0,3,4,2,0,2,1	q2_0^3*q3_0^4*q4_0^2*q6_0^2*b3
2902	2,2,4,2,0,2,1	b4^2*q2_0^2*q3_0^4*q4_0^2*q6_0^2*b3
2903	4,1,4,2,0,2,1	b4^4*q2_0*q3_0^4*q4_0^2*q6_0^2*b3
2904	6,0,4,2,0,2,1	b4^6*q3_0^4*q4_0^2*q6_0^2*b3
2905	1,4,3,2,0,2,1	b4*q2_0^4*q3_0^3*q4_0^2*q6_0^2*b3
2906	3,3,3,2,0,2,1	b4^3*q2_0^3*q3_0^3*q4_0^2*q6_0^2*b3
2907	5,2,3,2,0,2,1	b4^5*q2_0^2*q3_0^3*q4_0^2*q6_0^2*b3
2908	7,1,3,2,0,2,1	b4^7*q2_0*q3_0^3*q4_0^2*q6_0^2*b3
2909	9,0,3,2,0,2,1	b4^9*q3_0^3*q4_0^2*q6_0^2*b3
2910	0,6,2,2,0,2,1	q2_0^6*q3_0^2*q4_0^2*q6_0^2*b3
2911	2,5,2,2,0,2,1	b4^2*q2_0^5*q3_0^2*q4_0^2*q6_0^2*b3
2912	4,4,2,2,0,2,1	b4^4*q2_0^4*q3_0^2*q4_0^2*q6_0^2*b3
2913	6,3,2,2,0,2,1	b4^6*q2_0^3*q3_0^2*q4_0^2*q6_0^2*b3
2914	8,2,2,2,0,2,1	b4^8*q2_0^2*q3_0^2*q4_0^2*q6_0^2*b3
2915	10,1,2,2,0,2,1	b4^10*q2_0*q3_0^2*q4_0^2*q6_0^2*b3
2916	12,0,2,2,0,2,1	b4^12*q3_0^2*q4_0^2*q6_0^2*b3
2917	1,7,1,2,0,2,1	b4*q2_0^7*q3_0*q4_0^2*q6_0^2*b3
2918	3,6,1,2,0,2,1	b4^3*q2_0^6*q3_0*q4_0^2*q6_0^2*b3
2919	5,5,1,2,0,2,1	b4^5*q2_0^5*q3_0*q4_0^2*q6_0^2*b3
2920	7,4,1,2,0,2,1	b4^7*q2_0^4*q3_0*q4_0^2*q6_0^2*b3
2921	9,3,1,2,0,2,1	b4^9*q2_0^3*q3_0*q4_0^2*q6_0^2*b3
2922	11,2,1,2,0,2,1	b4^11*q2_0^2*q3_0*q4_0^2*q6_0^2*b3
2923	13,1,1,2,0,2,1	b4^13*q2_0*q3_0*q4_0^2*q6_0^2*b3
2924	15,0,1,2,0,2,1	b4^15*q3_0*q4_0^2*q6_0^2*b3
2925	0,9,0,2,0,2,1	q2_0^9*q4_0^2*q6_0^2*b3
2926	2,8,0,2,0,2,1	b4^2*q2_0^8*q4_0^2*q6_0^2*b3
2927	4,7,0,2,0,2,1	b4^4*q2_0^7*q4_0^2*q6_0^2*b3
2928	6,6,0,2,0,2,1	b4^6*q2_0^6*q4_0^2*q6_0^2*b3
2929	8,5,0,2,0,2,1	b4^8*q2_0^5*q4_0^2*q6_0^2*b3
2930	10,4,0,2,0,2,1	b4^10*q2_0^4*q4_0^2*q6_0^2*b3
2931	1,0,7,1,0,2,1	b4*q3_0^7*q4_0*q6_0^2*b3
2932	0,2,6,1,0,2,1	q2_0^2*q3_0^6*q4_0*q6_0^2*b3
2933	2,1,6,1,0,2,1	b4^2*q2_0*q3_0^6*q4_0*q6_0^2*b3
2934	4,0,6,1,0,2,1	b4^4*q3_0^6*q4_0*q6_0^2*b3
2935	1,3,5,1,0,2,1	b4*q2_0^3*q3_0^5*q4_0*q6_0^2*b3
2936	3,2,5,1,0,2,1	b4^3*q2_0^2*q3_0^5*q4_0*q6_0^2*b3
2937	5,1,5,1,0,2,1	b4^5*q2_0*q3_0^5*q4_0*q6_0^2*b3
2938	7,0,5,1,0,2,1	b4^7*q3_0^5*q4_0*q6_0^2*b3
2939	0,5,4,1,0,2,1	q2_0^5*q3_0^4*q4_0*q6_0^2*b3
2940	2,4,4,1,0,2,1	b4^2*q2_0^4*q3_0^4*q4_0*q6_0^2*b3
2941	4,3,4,1,0,2,1	b4^4*q2_0^3*q3_0^4*q4_0*q6_0^2*b3
2942	6,2,4,1,0,2,1	b4^6*q2_0^2*q3_0^4*q4_0*q6_0^2*b3
2943	8,1,4,1,0,2,1	b4^8*q2_0*q3_0^4*q4_0*q6_0^2*b3
2944	10,0,4,1,0,2,1	b4^10*q3_0^4*q4_0*q6_0^2*b3
2945	1,6,3,1,0,2,1	b4*q2_0^6*q3_0^3*q4_0*q6_0^2*b3
2946	3,5,3,1,0,2,1	b4^3*q2_0^5*q3_0^3*q4_0*q6_0^2*b3
2947	5,4,3,1,0,2,1	b4^5*q2_0^4*q3_0^3*q4_0*q6_0^2*b3
2948	7,3,3,1,0,2,1	b4^7*q2_0^3*q3_0^3*q4_0*q6_0^2*b3
2949	9,2,3,1,0,2,1	b4^9*q2_0^2*q3_0^3*q4_0*q6_0^2*b3
2950	11,1,3,1,0,2,1	b4^11*q2_0*q3_0^3*q4_0*q6_0^2*b3
2951	13,0,3,1,0,2,1	b4^13*q3_0^3*q4_0*q6_0^2*b3
2952	0,8,2,1,0,2,1	q2_0^8*q3_0^2*q4_0*q6_0^2*b3
2953	2,7,2,1,0,2,1	b4^2*q2_0^7*q3_0^2*q4_0*q6_0^2*b3
2954	4,6,2,1,0,2,1	b4^4*q2_0^6*q3_0^2*q4_0*q6_0^2*b3
2955	6,5,2,1,0,2,1	b4^6*q2_0^5*q3_0^2*q4_0*q6_0^2*b3
2956	8,4,2,1,0,2,1	b4^8*q2_0^4*q3_0^2*q4_0*q6_0^2*b3
2957	10,3,2,1,0,2,1	b4^10*q2_0^3*q3_0^2*q4_0*q6_0^2*b3
2958	12,2,2,1,0,2,1	b4^12*q2_0^2*q3_0^2*q4_0*q6_0^2*b3
2959	14,1,2,1,0,2,1	b4^14*q2_0*q3_0^2*q4_0*q6_0^2*b3
2960	0,1,8,0,0,2,1	q2_0*q3_0^8*q6_0^2*b3
2961	2,0,8,0,0,2,1	b4^2*q3_0^8*q6_0^2*b3
2962	1,2,7,0,0,2,1	b4*q2_0^2*q3_0^7*q6_0^2*b3
2963	0,1,0,0,6,1,1	q2_0*q5_0^6*q6_0*b3
2964	2,0,0,0,6,1,1	b4^2*q5_0^6*q6_0*b3
2965	0,0,1,1,5,1,1	q3_0*q4_0*q5_0^5*q6_0*b3
2966	1,1,0,1,5,1,1	b4*q2_0*q4_0*q5_0^5*q6_0*b3
2967	3,0,0,1,5,1,1	b4^3*q4_0*q5_0^5*q6_0*b3
2968	1,0,2,0,5,1,1	b4*q3_0^2*q5_0^5*q6_0*b3
2969	0,2,1,0,5,1,1	q2_0^2*q3_0*q5_0^5*q6_0*b3
2970	2,1,1,0,5,1,1	b4^2*q2_0*q3_0*q5_0^5*q6_0*b3
2971	4,0,1,0,5,1,1	b4^4*q3_0*q5_0^5*q6_0*b3
2972	1,3,0,0,5,1,1	b4*q2_0^3*q5_0^5*q6_0*b3
2973	3,2,0,0,5,1,1	b4^3*q2_0^2*q5_0^5*q6_0*b3
2974	5,1,0,0,5,1,1	b4^5*q2_0*q5_0^5*q6_0*b3
2975	7,0,0,0,5,1,1	b4^7*q5_0^5*q6_0*b3
2976	0,0,0,3,4,1,1	q4_0^3*q5_0^4*q6_0*b3
2977	1,0,1,2,4,1,1	b4*q3_0*q4_0^2*q5_0^4*q6_0*b3
2978	0,2,0,2,4,1,1	q2_0^2*q4_0^2*q5_0^4*q6_0*b3
2979	2,1,0,2,4,1,1	b4^2*q2_0*q4_0^2*q5_0^4*q6_0*b3
2980	4,0,0,2,4,1,1	b4^4*q4_0^2*q5_0^4*q6_0*b3
2981	0,1,2,1,4,1,1	q2_0*q3_0^2*q4_0*q5_0^4*q6_0*b3
2982	2,0,2,1,4,1,1	b4^2*q3_0^2*q4_0*q5_0^4*q6_0*b3
2983	1,2,1,1,4,1,1	b4*q2_0^2*q3_0*q4_0*q5_0^4*q6_0*b3
2984	3,1,1,1,4,1,1	b4^3*q2_0*q3_0*q4_0*q5_0^4*q6_0*b3
2985	5,0,1,1,4,1,1	b4^5*q3_0*q4_0*q5_0^4*q6_0*b3
2986	0,4,0,1,4,1,1	q2_0^4*q4_0*q5_0^4*q6_0*b3
2987	2,3,0,1,4,1,1	b4^2*q2_0^3*q4_0*q5_0^4*q6_0*b3
2988	4,2,0,1,4,1,1	b4^4*q2_0^2*q4_0*q5_0^4*q6_0*b3
2989	6,1,0,1,4,1,1	b4^6*q2_0*q4_0*q5_0^4*q6_0*b3
2990	8,0,0,1,4,1,1	b4^8*q4_0*q5_0^4*q6_0*b3
2991	0,0,4,0,4,1,1	q3_0^4*q5_0^4*q6_0*b3
2992	1,1,3,0,4,1,1	b4*q2_0*q3_0^3*q5_0^4*q6_0*b3
2993	3,0,3,0,4,1,1	b4^3*q3_0^3*q5_0^4*q6_0*b3
2994	0,3,2,0,4,1,1	q2_0^3*q3_0^2*q5_0^4*q6_0*b3
2995	2,2,2,0,4,1,1	b4^2*q2_0^2*q3_0^2*q5_0^4*q6_0*b3
2996	4,1,2,0,4,1,1	b4^4*q2_0*q3_0^2*q5_0^4*q6_0*b3
2997	6,0,2,0,4,1,1	b4^6*q3_0^2*q5_0^4*q6_0*b3
2998	1,4,1,0,4,1,1	b4*q2_0^4*q3_0*q5_0^4*q6_0*b3
2999	3,3,1,0,4,1,1	b4^3*q2_0^3*q3_0*q5_0^4*q6_0*b3
3000	5,2,1,0,4,1,1	b4^5*q2_0^2*q3_0*q5_0^4*q6_0*b3
3001	7,1,1,0,4,1,1	b4^7*q2_0*q3_0*q5_0^4*q6_0*b3
3002	9,0,1,0,4,1,1	b4^9*q3_0*q5_0^4*q6_0*b3
3003	0,6,0,0,4,1,1	q2_0^6*q5_0^4*q6_0*b3
3004	2,5,0,0,4,1,1	b4^2*q2_0^5*q5_0^4*q6_0*b3
3005	4,4,0,0,4,1,1	b4^4*q2_0^4*q5_0^4*q6_0*b3
3006	6,3,0,0,4,1,1	b4^6*q2_0^3*q5_0^4*q6_0*b3
3007	8,2,0,0,4,1,1	b4^8*q2_0^2*q5_0^4*q6_0*b3
3008	10,1,0,0,4,1,1	b4^10*q2_0*q5_0^4*q6_0*b3
3009	12,0,0,0,4,1,1	b4^12*q5_0^4*q6_0*b3
3010	1,0,0,4,3,1,1	b4*q4_0^4*q5_0^3*q6_0*b3
3011	0,1,1,3,3,1,1	q2_0*q3_0*q4_0^3*q5_0^3*q6_0*b3
3012	2,0,1,3,3,1,1	b4^2*q3_0*q4_0^3*q5_0^3*q6_0*b3
3013	1,2,0,3,3,1,1	b4*q2_0^2*q4_0^3*q5_0^3*q6_0*b3
3014	3,1,0,3,3,1,1	b4^3*q2_0*q4_0^3*q5_0^3*q6_0*b3
3015	5,0,0,3,3,1,1	b4^5*q4_0^3*q5_0^3*q6_0*b3
3016	0,0,3,2,3,1,1	q3_0^3*q4_0^2*q5_0^3*q6_0*b3
3017	1,1,2,2,3,1,1	b4*q2_0*q3_0^2*q4_0^2*q5_0^3*q6_0*b3
3018	3,0,2,2,3,1,1	b4^3*q3_0^2*q4_0^2*q5_0^3*q6_0*b3
3019	0,3,1,2,3,1,1	q2_0^3*q3_0*q4_0^2*q5_0^3*q6_0*b3
3020	2,2,1,2,3,1,1	b4^2*q2_0^2*q3_0*q4_0^2*q5_0^3*q6_0*b3
3021	4,1,1,2,3,1,1	b4^4*q2_0*q3_0*q4_0^2*q5_0^3*q6_0*b3
3022	6,0,1,2,3,1,1	b4^6*q3_0*q4_0^2*q5_0^3*q6_0*b3
3023	1,4,0,2,3,1,1	b4*q2_0^4*q4_0^2*q5_0^3*q6_0*b3
3024	3,3,0,2,3,1,1	b4^3*q2_0^3*q4_0^2*q5_0^3*q6_0*b3
3025	5,2,0,2,3,1,1	b4^5*q2_0^2*q4_0^2*q5_0^3*q6_0*b3
3026	7,1,0,2,3,1,1	b4^7*q2_0*q4_0^2*q5_0^3*q6_0*b3
3027	9,0,0,2,3,1,1	b4^9*q4_0^2*q5_0^3*q6_0*b3
3028	1,0,4,1,3,1,1	b4*q3_0^4*q4_0*q5_0^3*q6_0*b3
3029	0,2,3,1,3,1,1	q2_0^2*q3_0^3*q4_0*q5_0^3*q6_0*b3
3030	2,1,3,1,3,1,1	b4^2*q2_0*q3_0^3*q4_0*q5_0^3*q6_0*b3
3031	4,0,3,1,3,1,1	b4^4*q3_0^3*q4_0*q5_0^3*q6_0*b3
3032	1,3,2,1,3,1,1	b4*q2_0^3*q3_0^2*q4_0*q5_0^3*q6_0*b3
3033	3,2,2,1,3,1,1	b4^3*q2_0^2*q3_0^2*q4_0*q5_0^3*q6_0*b3
3034	5,1,2,1,3,1,1	b4^5*q2_0*q3_0^2*q4_0*q5_0^3*q6_0*b3
3035	7,0,2,1,3,1,1	b4^7*q3_0^2*q4_0*q5_0^3*q6_0*b3
3036	0,5,1,1,3,1,1	q2_0^5*q3_0*q4_0*q5_0^3*q6_0*b3
3037	2,4,1,1,3,1,1	b4^2*q2_0^4*q3_0*q4_0*q5_0^3*q6_0*b3
3038	4,3,1,1,3,1,1	b4^4*q2_0^3*q3_0*q4_0*q5_0^3*q6_0*b3
3039	6,2,1,1,3,1,1	b4^6*q2_0^2*q3_0*q4_0*q5_0^3*q6_0*b3
3040	8,1,1,1,3,1,1	b4^8*q2_0*q3_0*q4_0*q5_0^3*q6_0*b3
3041	10,0,1,1,3,1,1	b4^10*q3_0*q4_0*q5_0^3*q6_0*b3
3042	1,6,0,1,3,1,1	b4*q2_0^6*q4_0*q5_0^3*q6_0*b3
3043	3,5,0,1,3,1,1	b4^3*q2_0^5*q4_0*q5_0^3*q6_0*b3
3044	5,4,0,1,3,1,1	b4^5*q2_0^4*q4_0*q5_0^3*q6_0*b3
3045	7,3,0,1,3,1,1	b4^7*q2_0^3*q4_0*q5_0^3*q6_0*b3
3046	9,2,0,1,3,1,1	b4^9*q2_0^2*q4_0*q5_0^3*q6_0*b3
3047	11,1,0,1,3,1,1	b4^11*q2_0*q4_0*q5_0^3*q6_0*b3
3048	13,0,0,1,3,1,1	b4^13*q4_0*q5_0^3*q6_0*b3
3049	0,1,5,0,3,1,1	q2_0*q3_0^5*q5_0^3*q6_0*b3
3050	2,0,5,0,3,1,1	b4^2*q3_0^5*q5_0^3*q6_0*b3
3051	1,2,4,0,3,1,1	b4*q2_0^2*q3_0^4*q5_0^3*q6_0*b3
3052	3,1,4,0,3,1,1	b4^3*q2_0*q3_0^4*q5_0^3*q6_0*b3
3053	5,0,4,0,3,1,1	b4^5*q3_0^4*q5_0^3*q6_0*b3
3054	0,4,3,0,3,1,1	q2_0^4*q3_0^3*q5_0^3*q6_0*b3
3055	2,3,3,0,3,1,1	b4^2*q2_0^3*q3_0^3*q5_0^3*q6_0*b3
3056	4,2,3,0,3,1,1	b4^4*q2_0^2*q3_0^3*q5_0^3*q6_0*b3
3057	6,1,3,0,3,1,1	b4^6*q2_0*q3_0^3*q5_0^3*q6_0*b3
3058	8,0,3,0,3,1,1	b4^8*q3_0^3*q5_0^3*q6_0*b3
3059	1,5,2,0,3,1,1	b4*q2_0^5*q3_0^2*q5_0^3*q6_0*b3
3060	3,4,2,0,3,1,1	b4^3*q2_0^4*q3_0^2*q5_0^3*q6_0*b3
3061	5,3,2,0,3,1,1	b4^5*q2_0^3*q3_0^2*q5_0^3*q6_0*b3
3062	7,2,2,0,3,1,1	b4^7*q2_0^2*q3_0^2*q5_0^3*q6_0*b3
3063	9,1,2,0,3,1,1	b4^9*q2_0*q3_0^2*q5_0^3*q6_0*b3
3064	11,0,2,0,3,1,1	b4^11*q3_0^2*q5_0^3*q6_0*b3
3065	0,7,1,0,3,1,1	q2_0^7*q3_0*q5_0^3*q6_0*b3
3066	2,6,1,0,3,1,1	b4^2*q2_0^6*q3_0*q5_0^3*q6_0*b3
3067	4,5,1,0,3,1,1	b4^4*q2_0^5*q3_0*q5_0^3*q6_0*b3
3068	6,4,1,0,3,1,1	b4^6*q2_0^4*q3_0*q5_0^3*q6_0*b3
3069	8,3,1,0,3,1,1	b4^8*q2_0^3*q3_0*q5_0^3*q6_0*b3
3070	10,2,1,0,3,1,1	b4^10*q2_0^2*q3_0*q5_0^3*q6_0*b3
3071	12,1,1,0,3,1,1	b4^12*q2_0*q3_0*q5_0^3*q6_0*b3
3072	14,0,1,0,3,1,1	b4^14*q3_0*q5_0^3*q6_0*b3
3073	1,8,0,0,3,1,1	b4*q2_0^8*q5_0^3*q6_0*b3
3074	3,7,0,0,3,1,1	b4^3*q2_0^7*q5_0^3*q6_0*b3
3075	5,6,0,0,3,1,1	b4^5*q2_0^6*q5_0^3*q6_0*b3
3076	7,5,0,0,3,1,1	b4^7*q2_0^5*q5_0^3*q6_0*b3
3077	9,4,0,0,3,1,1	b4^9*q2_0^4*q5_0^3*q6_0*b3
3078	11,3,0,0,3,1,1	b4^11*q2_0^3*q5_0^3*q6_0*b3
3079	13,2,0,0,3,1,1	b4^13*q2_0^2*q5_0^3*q6_0*b3
3080	0,1,0,5,2,1,1	q2_0*q4_0^5*q5_0^2*q6_0*b3
3081	2,0,0,5,2,1,1	b4^2*q4_0^5*q5_0^2*q6_0*b3
3082	0,0,2,4,2,1,1	q3_0^2*q4_0^4*q5_0^2*q6_0*b3
3083	1,1,1,4,2,1,1	b4*q2_0*q3_0*q4_0^4*q5_0^2*q6_0*b3
3084	3,0,1,4,2,1,1	b4^3*q3_0*q4_0^4*q5_0^2*q6_0*b3
3085	0,3,0,4,2,1,1	q2_0^3*q4_0^4*q5_0^2*q6_0*b3
3086	2,2,0,4,2,1,1	b4^2*q2_0^2*q4_0^4*q5_0^2*q6_0*b3
3087	4,1,0,4,2,1,1	b4^4*q2_0*q4_0^4*q5_0^2*q6_0*b3
3088	6,0,0,4,2,1,1	b4^6*q4_0^4*q5_0^2*q6_0*b3
3089	1,0,3,3,2,1,1	b4*q3_0^3*q4_0^3*q5_0^2*q6_0*b3
3090	0,2,2,3,2,1,1	q2_0^2*q3_0^2*q4_0^3*q5_0^2*q6_0*b3
3091	2,1,2,3,2,1,1	b4^2*q2_0*q3_0^2*q4_0^3*q5_0^2*q6_0*b3
3092	4,0,2,3,2,1,1	b4^4*q3_0^2*q4_0^3*q5_0^2*q6_0*b3
3093	1,3,1,3,2,1,1	b4*q2_0^3*q3_0*q4_0^3*q5_0^2*q6_0*b3
3094	3,2,1,3,2,1,1	b4^3*q2_0^2*q3_0*q4_0^3*q5_0^2*q6_0*b3
3095	5,1,1,3,2,1,1	b4^5*q2_0*q3_0*q4_0^3*q5_0^2*q6_0*b3
3096	7,0,1,3,2,1,1	b4^7*q3_0*q4_0^3*q5_0^2*q6_0*b3
3097	0,5,0,3,2,1,1	q2_0^5*q4_0^3*q5_0^2*q6_0*b3
3098	2,4,0,3,2,1,1	b4^2*q2_0^4*q4_0^3*q5_0^2*q6_0*b3
3099	0,1,4,2,2,1,1	q2_0*q3_0^4*q4_0^2*q5_0^2*q6_0*b3
3100	0,4,2,2,2,1,1	q2_0^4*q3_0^2*q4_0^2*q5_0^2*q6_0*b3
3101	0,7,0,2,2,1,1	q2_0^7*q4_0^2*q5_0^2*q6_0*b3
3102	0,0,6,1,2,1,1	q3_0^6*q4_0*q5_0^2*q6_0*b3
3103	0,3,4,1,2,1,1	q2_0^3*q3_0^4*q4_0*q5_0^2*q6_0*b3
3104	0,6,2,1,2,1,1	q2_0^6*q3_0^2*q4_0*q5_0^2*q6_0*b3
3105	0,9,0,1,2,1,1	q2_0^9*q4_0*q5_0^2*q6_0*b3
3106	0,2,6,0,2,1,1	q2_0^2*q3_0^6*q5_0^2*q6_0*b3
3107	0,5,4,0,2,1,1	q2_0^5*q3_0^4*q5_0^2*q6_0*b3
3108	0,8,2,0,2,1,1	q2_0^8*q3_0^2*q5_0^2*q6_0*b3
3109	0,0,1,6,1,1,1	q3_0*q4_0^6*q5_0*q6_0*b3
3110	0,2,1,5,1,1,1	q2_0^2*q3_0*q4_0^5*q5_0*q6_0*b3
3111	0,1,3,4,1,1,1	q2_0*q3_0^3*q4_0^4*q5_0*q6_0*b3
3112	0,4,1,4,1,1,1	q2_0^4*q3_0*q4_0^4*q5_0*q6_0*b3
3113	0,0,5,3,1,1,1	q3_0^5*q4_0^3*q5_0*q6_0*b3
3114	0,3,3,3,1,1,1	q2_0^3*q3_0^3*q4_0^3*q5_0*q6_0*b3
3115	0,6,1,3,1,1,1	q2_0^6*q3_0*q4_0^3*q5_0*q6_0*b3
3116	0,2,5,2,1,1,1	q2_0^2*q3_0^5*q4_0^2*q5_0*q6_0*b3
3117	0,5,3,2,1,1,1	q2_0^5*q3_0^3*q4_0^2*q5_0*q6_0*b3
3118	0,8,1,2,1,1,1	q2_0^8*q3_0*q4_0^2*q5_0*q6_0*b3
3119	0,0,0,1,0,7,0	q4_0*q6_0^7
3120	0,0,0,0,2,6,0	q5_0^2*q6_0^6
3121	0,0,2,1,0,6,0	q3_0^2*q4_0*q6_0^6
3122	0,0,2,0,2,5,0	q3_0^2*q5_0^2*q6_0^5
3123	0,0,1,2,1,5,0	q3_0*q4_0^2*q5_0*q6_0^5
3124	0,0,0,4,0,5,0	q4_0^4*q6_0^5
3125	0,0,4,1,0,5,0	q3_0^4*q4_0*q6_0^5
3126	0,0,1,1,3,4,0	q3_0*q4_0*q5_0^3*q6_0^4
3127	0,0,0,3,2,4,0	q4_0^3*q5_0^2*q6_0^4
3128	0,0,4,0,2,4,0	q3_0^4*q5_0^2*q6_0^4
3129	0,0,3,2,1,4,0	q3_0^3*q4_0^2*q5_0*q6_0^4
3130	0,0,2,4,0,4,0	q3_0^2*q4_0^4*q6_0^4
3131	0,0,6,1,0,4,0	q3_0^6*q4_0*q6_0^4
3132	0,0,0,2,4,3,0	q4_0^2*q5_0^4*q6_0^3
3133	0,0,0,7,0,3,0	q4_0^7*q6_0^3
3134	13,1,2,0,2,0,2	b4^13*q2_0*q3_0^2*q5_0^2*b3^2
3135	15,0,2,0,2,0,2	b4^15*q3_0^2*q5_0^2*b3^2
3136	0,9,1,0,2,0,2	q2_0^9*q3_0*q5_0^2*b3^2
3137	2,8,1,0,2,0,2	b4^2*q2_0^8*q3_0*q5_0^2*b3^2
3138	4,7,1,0,2,0,2	b4^4*q2_0^7*q3_0*q5_0^2*b3^2
3139	6,6,1,0,2,0,2	b4^6*q2_0^6*q3_0*q5_0^2*b3^2
3140	8,5,1,0,2,0,2	b4^8*q2_0^5*q3_0*q5_0^2*b3^2
3141	0,1,0,6,1,0,2	q2_0*q4_0^6*q5_0*b3^2
3142	2,0,0,6,1,0,2	b4^2*q4_0^6*q5_0*b3^2
3143	0,0,2,5,1,0,2	q3_0^2*q4_0^5*q5_0*b3^2
3144	1,1,1,5,1,0,2	b4*q2_0*q3_0*q4_0^5*q5_0*b3^2
3145	3,0,1,5,1,0,2	b4^3*q3_0*q4_0^5*q5_0*b3^2
3146	0,3,0,5,1,0,2	q2_0^3*q4_0^5*q5_0*b3^2
3147	2,2,0,5,1,0,2	b4^2*q2_0^2*q4_0^5*q5_0*b3^2
3148	4,1,0,5,1,0,2	b4^4*q2_0*q4_0^5*q5_0*b3^2
3149	6,0,0,5,1,0,2	b4^6*q4_0^5*q5_0*b3^2
3150	1,0,3,4,1,0,2	b4*q3_0^3*q4_0^4*q5_0*b3^2
3151	0,2,2,4,1,0,2	q2_0^2*q3_0^2*q4_0^4*q5_0*b3^2
3152	2,1,2,4,1,0,2	b4^2*q2_0*q3_0^2*q4_0^4*q5_0*b3^2
3153	4,0,2,4,1,0,2	b4^4*q3_0^2*q4_0^4*q5_0*b3^2
3154	1,3,1,4,1,0,2	b4*q2_0^3*q3_0*q4_0^4*q5_0*b3^2
3155	3,2,1,4,1,0,2	b4^3*q2_0^2*q3_0*q4_0^4*q5_0*b3^2
3156	5,1,1,4,1,0,2	b4^5*q2_0*q3_0*q4_0^4*q5_0*b3^2
3157	7,0,1,4,1,0,2	b4^7*q3_0*q4_0^4*q5_0*b3^2
3158	0,5,0,4,1,0,2	q2_0^5*q4_0^4*q5_0*b3^2
3159	2,4,0,4,1,0,2	b4^2*q2_0^4*q4_0^4*q5_0*b3^2
3160	4,3,0,4,1,0,2	b4^4*q2_0^3*q4_0^4*q5_0*b3^2
3161	6,2,0,4,1,0,2	b4^6*q2_0^2*q4_0^4*q5_0*b3^2
3162	8,1,0,4,1,0,2	b4^8*q2_0*q4_0^4*q5_0*b3^2
3163	10,0,0,4,1,0,2	b4^10*q4_0^4*q5_0*b3^2
3164	0,1,4,3,1,0,2	q2_0*q3_0^4*q4_0^3*q5_0*b3^2
3165	2,0,4,3,1,0,2	b4^2*q3_0^4*q4_0^3*q5_0*b3^2
3166	1,2,3,3,1,0,2	b4*q2_0^2*q3_0^3*q4_0^3*q5_0*b3^2
3167	3,1,3,3,1,0,2	b4^3*q2_0*q3_0^3*q4_0^3*q5_0*b3^2
3168	5,0,3,3,1,0,2	b4^5*q3_0^3*q4_0^3*q5_0*b3^2
3169	0,4,2,3,1,0,2	q2_0^4*q3_0^2*q4_0^3*q5_0*b3^2
3170	2,3,2,3,1,0,2	b4^2*q2_0^3*q3_0^2*q4_0^3*q5_0*b3^2
3171	4,2,2,3,1,0,2	b4^4*q2_0^2*q3_0^2*q4_0^3*q5_0*b3^2
3172	6,1,2,3,1,0,2	b4^6*q2_0*q3_0^2*q4_0^3*q5_0*b3^2
3173	8,0,2,3,1,0,2	b4^8*q3_0^2*q4_0^3*q5_0*b3^2
3174	1,5,1,3,1,0,2	b4*q2_0^5*q3_0*q4_0^3*q5_0*b3^2
3175	3,4,1,3,1,0,2	b4^3*q2_0^4*q3_0*q4_0^3*q5_0*b3^2
