index	exponent_vector	monomial
386	0,5,0,2,3,0	q2_0^5*q4_0^2*q5_0^3
387	2,4,0,2,3,0	b4^2*q2_0^4*q4_0^2*q5_0^3
388	4,3,0,2,3,0	b4^4*q2_0^3*q4_0^2*q5_0^3
389	6,2,0,2,3,0	b4^6*q2_0^2*q4_0^2*q5_0^3
390	8,1,0,2,3,0	b4^8*q2_0*q4_0^2*q5_0^3
391	10,0,0,2,3,0	b4^10*q4_0^2*q5_0^3
392	0,1,4,1,3,0	q2_0*q3_0^4*q4_0*q5_0^3
393	2,0,4,1,3,0	b4^2*q3_0^4*q4_0*q5_0^3
394	1,2,3,1,3,0	b4*q2_0^2*q3_0^3*q4_0*q5_0^3
395	3,1,3,1,3,0	b4^3*q2_0*q3_0^3*q4_0*q5_0^3
396	5,0,3,1,3,0	b4^5*q3_0^3*q4_0*q5_0^3
397	0,4,2,1,3,0	q2_0^4*q3_0^2*q4_0*q5_0^3
398	2,3,2,1,3,0	b4^2*q2_0^3*q3_0^2*q4_0*q5_0^3
399	4,2,2,1,3,0	b4^4*q2_0^2*q3_0^2*q4_0*q5_0^3
400	6,1,2,1,3,0	b4^6*q2_0*q3_0^2*q4_0*q5_0^3
401	8,0,2,1,3,0	b4^8*q3_0^2*q4_0*q5_0^3
402	1,5,1,1,3,0	b4*q2_0^5*q3_0*q4_0*q5_0^3
403	3,4,1,1,3,0	b4^3*q2_0^4*q3_0*q4_0*q5_0^3
404	5,3,1,1,3,0	b4^5*q2_0^3*q3_0*q4_0*q5_0^3
405	7,2,1,1,3,0	b4^7*q2_0^2*q3_0*q4_0*q5_0^3
406	9,1,1,1,3,0	b4^9*q2_0*q3_0*q4_0*q5_0^3
407	11,0,1,1,3,0	b4^11*q3_0*q4_0*q5_0^3
408	0,7,0,1,3,0	q2_0^7*q4_0*q5_0^3
409	2,6,0,1,3,0	b4^2*q2_0^6*q4_0*q5_0^3
410	4,5,0,1,3,0	b4^4*q2_0^5*q4_0*q5_0^3
411	6,4,0,1,3,0	b4^6*q2_0^4*q4_0*q5_0^3
412	8,3,0,1,3,0	b4^8*q2_0^3*q4_0*q5_0^3
413	10,2,0,1,3,0	b4^10*q2_0^2*q4_0*q5_0^3
414	12,1,0,1,3,0	b4^12*q2_0*q4_0*q5_0^3
415	0,0,6,0,3,0	q3_0^6*q5_0^3
416	1,1,5,0,3,0	b4*q2_0*q3_0^5*q5_0^3
417	3,0,5,0,3,0	b4^3*q3_0^5*q5_0^3
418	0,3,4,0,3,0	q2_0^3*q3_0^4*q5_0^3
419	2,2,4,0,3,0	b4^2*q2_0^2*q3_0^4*q5_0^3
420	4,1,4,0,3,0	b4^4*q2_0*q3_0^4*q5_0^3
421	6,0,4,0,3,0	b4^6*q3_0^4*q5_0^3
422	1,4,3,0,3,0	b4*q2_0^4*q3_0^3*q5_0^3
423	3,3,3,0,3,0	b4^3*q2_0^3*q3_0^3*q5_0^3
424	5,2,3,0,3,0	b4^5*q2_0^2*q3_0^3*q5_0^3
425	7,1,3,0,3,0	b4^7*q2_0*q3_0^3*q5_0^3
426	9,0,3,0,3,0	b4^9*q3_0^3*q5_0^3
427	0,6,2,0,3,0	q2_0^6*q3_0^2*q5_0^3
428	2,5,2,0,3,0	b4^2*q2_0^5*q3_0^2*q5_0^3
429	4,4,2,0,3,0	b4^4*q2_0^4*q3_0^2*q5_0^3
430	6,3,2,0,3,0	b4^6*q2_0^3*q3_0^2*q5_0^3
431	8,2,2,0,3,0	b4^8*q2_0^2*q3_0^2*q5_0^3
432	10,1,2,0,3,0	b4^10*q2_0*q3_0^2*q5_0^3
433	12,0,2,0,3,0	b4^12*q3_0^2*q5_0^3
434	1,7,1,0,3,0	b4*q2_0^7*q3_0*q5_0^3
435	3,6,1,0,3,0	b4^3*q2_0^6*q3_0*q5_0^3
436	5,5,1,0,3,0	b4^5*q2_0^5*q3_0*q5_0^3
437	7,4,1,0,3,0	b4^7*q2_0^4*q3_0*q5_0^3
438	9,3,1,0,3,0	b4^9*q2_0^3*q3_0*q5_0^3
439	11,2,1,0,3,0	b4^11*q2_0^2*q3_0*q5_0^3
440	0,9,0,0,3,0	q2_0^9*q5_0^3
441	0,0,1,5,2,0	q3_0*q4_0^5*q5_0^2
442	1,1,0,5,2,0	b4*q2_0*q4_0^5*q5_0^2
443	0,2,1,4,2,0	q2_0^2*q3_0*q4_0^4*q5_0^2
444	0,1,3,3,2,0	q2_0*q3_0^3*q4_0^3*q5_0^2
445	0,4,1,3,2,0	q2_0^4*q3_0*q4_0^3*q5_0^2
446	0,0,5,2,2,0	q3_0^5*q4_0^2*q5_0^2
447	0,3,3,2,2,0	q2_0^3*q3_0^3*q4_0^2*q5_0^2
448	0,6,1,2,2,0	q2_0^6*q3_0*q4_0^2*q5_0^2
449	0,2,5,1,2,0	q2_0^2*q3_0^5*q4_0*q5_0^2
450	0,5,3,1,2,0	q2_0^5*q3_0^3*q4_0*q5_0^2
451	0,8,1,1,2,0	q2_0^8*q3_0*q4_0*q5_0^2
452	0,0,0,7,1,0	q4_0^7*q5_0
453	0,0,0,1,6,0	q4_0*q5_0^6
454	1,0,1,0,6,0	b4*q3_0*q5_0^6
455	0,2,0,0,6,0	q2_0^2*q5_0^6
456	2,1,0,0,6,0	b4^2*q2_0*q5_0^6
457	4,0,0,0,6,0	b4^4*q5_0^6
458	1,0,0,2,5,0	b4*q4_0^2*q5_0^5
459	0,1,1,1,5,0	q2_0*q3_0*q4_0*q5_0^5
460	2,0,1,1,5,0	b4^2*q3_0*q4_0*q5_0^5
461	1,2,0,1,5,0	b4*q2_0^2*q4_0*q5_0^5
462	3,1,0,1,5,0	b4^3*q2_0*q4_0*q5_0^5
463	5,0,0,1,5,0	b4^5*q4_0*q5_0^5
464	0,0,3,0,5,0	q3_0^3*q5_0^5
465	1,1,2,0,5,0	b4*q2_0*q3_0^2*q5_0^5
466	3,0,2,0,5,0	b4^3*q3_0^2*q5_0^5
467	0,3,1,0,5,0	q2_0^3*q3_0*q5_0^5
468	2,2,1,0,5,0	b4^2*q2_0^2*q3_0*q5_0^5
469	4,1,1,0,5,0	b4^4*q2_0*q3_0*q5_0^5
470	6,0,1,0,5,0	b4^6*q3_0*q5_0^5
471	1,4,0,0,5,0	b4*q2_0^4*q5_0^5
472	3,3,0,0,5,0	b4^3*q2_0^3*q5_0^5
473	5,2,0,0,5,0	b4^5*q2_0^2*q5_0^5
474	7,1,0,0,5,0	b4^7*q2_0*q5_0^5
475	9,0,0,0,5,0	b4^9*q5_0^5
476	0,1,0,3,4,0	q2_0*q4_0^3*q5_0^4
477	2,0,0,3,4,0	b4^2*q4_0^3*q5_0^4
478	0,0,2,2,4,0	q3_0^2*q4_0^2*q5_0^4
479	1,1,1,2,4,0	b4*q2_0*q3_0*q4_0^2*q5_0^4
480	3,0,1,2,4,0	b4^3*q3_0*q4_0^2*q5_0^4
481	0,3,0,2,4,0	q2_0^3*q4_0^2*q5_0^4
482	2,2,0,2,4,0	b4^2*q2_0^2*q4_0^2*q5_0^4
483	4,1,0,2,4,0	b4^4*q2_0*q4_0^2*q5_0^4
484	6,0,0,2,4,0	b4^6*q4_0^2*q5_0^4
485	1,0,3,1,4,0	b4*q3_0^3*q4_0*q5_0^4
486	0,2,2,1,4,0	q2_0^2*q3_0^2*q4_0*q5_0^4
487	2,1,2,1,4,0	b4^2*q2_0*q3_0^2*q4_0*q5_0^4
488	4,0,2,1,4,0	b4^4*q3_0^2*q4_0*q5_0^4
489	1,3,1,1,4,0	b4*q2_0^3*q3_0*q4_0*q5_0^4
490	3,2,1,1,4,0	b4^3*q2_0^2*q3_0*q4_0*q5_0^4
491	5,1,1,1,4,0	b4^5*q2_0*q3_0*q4_0*q5_0^4
492	7,0,1,1,4,0	b4^7*q3_0*q4_0*q5_0^4
493	0,5,0,1,4,0	q2_0^5*q4_0*q5_0^4
494	2,4,0,1,4,0	b4^2*q2_0^4*q4_0*q5_0^4
495	4,3,0,1,4,0	b4^4*q2_0^3*q4_0*q5_0^4
496	6,2,0,1,4,0	b4^6*q2_0^2*q4_0*q5_0^4
497	8,1,0,1,4,0	b4^8*q2_0*q4_0*q5_0^4
498	10,0,0,1,4,0	b4^10*q4_0*q5_0^4
499	0,1,4,0,4,0	q2_0*q3_0^4*q5_0^4
500	2,0,4,0,4,0	b4^2*q3_0^4*q5_0^4
501	1,2,3,0,4,0	b4*q2_0^2*q3_0^3*q5_0^4
502	3,1,3,0,4,0	b4^3*q2_0*q3_0^3*q5_0^4
503	5,0,3,0,4,0	b4^5*q3_0^3*q5_0^4
504	0,4,2,0,4,0	q2_0^4*q3_0^2*q5_0^4
505	2,3,2,0,4,0	b4^2*q2_0^3*q3_0^2*q5_0^4
506	4,2,2,0,4,0	b4^4*q2_0^2*q3_0^2*q5_0^4
507	6,1,2,0,4,0	b4^6*q2_0*q3_0^2*q5_0^4
508	8,0,2,0,4,0	b4^8*q3_0^2*q5_0^4
509	1,5,1,0,4,0	b4*q2_0^5*q3_0*q5_0^4
510	3,4,1,0,4,0	b4^3*q2_0^4*q3_0*q5_0^4
511	5,3,1,0,4,0	b4^5*q2_0^3*q3_0*q5_0^4
512	7,2,1,0,4,0	b4^7*q2_0^2*q3_0*q5_0^4
513	9,1,1,0,4,0	b4^9*q2_0*q3_0*q5_0^4
514	11,0,1,0,4,0	b4^11*q3_0*q5_0^4
515	0,7,0,0,4,0	q2_0^7*q5_0^4
516	2,6,0,0,4,0	b4^2*q2_0^6*q5_0^4
517	4,5,0,0,4,0	b4^4*q2_0^5*q5_0^4
518	6,4,0,0,4,0	b4^6*q2_0^4*q5_0^4
519	8,3,0,0,4,0	b4^8*q2_0^3*q5_0^4
520	10,2,0,0,4,0	b4^10*q2_0^2*q5_0^4
521	12,1,0,0,4,0	b4^12*q2_0*q5_0^4
522	0,0,1,4,3,0	q3_0*q4_0^4*q5_0^3
523	1,1,0,4,3,0	b4*q2_0*q4_0^4*q5_0^3
524	3,0,0,4,3,0	b4^3*q4_0^4*q5_0^3
525	1,0,2,3,3,0	b4*q3_0^2*q4_0^3*q5_0^3
526	0,2,1,3,3,0	q2_0^2*q3_0*q4_0^3*q5_0^3
527	2,1,1,3,3,0	b4^2*q2_0*q3_0*q4_0^3*q5_0^3
528	4,0,1,3,3,0	b4^4*q3_0*q4_0^3*q5_0^3
529	0,1,3,2,3,0	q2_0*q3_0^3*q4_0^2*q5_0^3
530	0,4,1,2,3,0	q2_0^4*q3_0*q4_0^2*q5_0^3
531	0,0,5,1,3,0	q3_0^5*q4_0*q5_0^3
532	0,3,3,1,3,0	q2_0^3*q3_0^3*q4_0*q5_0^3
533	0,6,1,1,3,0	q2_0^6*q3_0*q4_0*q5_0^3
534	0,2,5,0,3,0	q2_0^2*q3_0^5*q5_0^3
535	0,5,3,0,3,0	q2_0^5*q3_0^3*q5_0^3
536	0,8,1,0,3,0	q2_0^8*q3_0*q5_0^3
537	0,0,0,6,2,0	q4_0^6*q5_0^2
538	0,2,0,5,2,0	q2_0^2*q4_0^5*q5_0^2
539	0,0,4,3,2,0	q3_0^4*q4_0^3*q5_0^2
540	3,4,0,3,1,1	b4^3*q2_0^4*q4_0^3*q5_0*b3
541	5,3,0,3,1,1	b4^5*q2_0^3*q4_0^3*q5_0*b3
542	7,2,0,3,1,1	b4^7*q2_0^2*q4_0^3*q5_0*b3
543	9,1,0,3,1,1	b4^9*q2_0*q4_0^3*q5_0*b3
544	11,0,0,3,1,1	b4^11*q4_0^3*q5_0*b3
545	0,0,5,2,1,1	q3_0^5*q4_0^2*q5_0*b3
546	1,1,4,2,1,1	b4*q2_0*q3_0^4*q4_0^2*q5_0*b3
547	3,0,4,2,1,1	b4^3*q3_0^4*q4_0^2*q5_0*b3
548	0,3,3,2,1,1	q2_0^3*q3_0^3*q4_0^2*q5_0*b3
549	2,2,3,2,1,1	b4^2*q2_0^2*q3_0^3*q4_0^2*q5_0*b3
550	4,1,3,2,1,1	b4^4*q2_0*q3_0^3*q4_0^2*q5_0*b3
551	6,0,3,2,1,1	b4^6*q3_0^3*q4_0^2*q5_0*b3
552	1,4,2,2,1,1	b4*q2_0^4*q3_0^2*q4_0^2*q5_0*b3
553	3,3,2,2,1,1	b4^3*q2_0^3*q3_0^2*q4_0^2*q5_0*b3
554	5,2,2,2,1,1	b4^5*q2_0^2*q3_0^2*q4_0^2*q5_0*b3
555	7,1,2,2,1,1	b4^7*q2_0*q3_0^2*q4_0^2*q5_0*b3
556	9,0,2,2,1,1	b4^9*q3_0^2*q4_0^2*q5_0*b3
557	0,6,1,2,1,1	q2_0^6*q3_0*q4_0^2*q5_0*b3
558	2,5,1,2,1,1	b4^2*q2_0^5*q3_0*q4_0^2*q5_0*b3
559	4,4,1,2,1,1	b4^4*q2_0^4*q3_0*q4_0^2*q5_0*b3
560	6,3,1,2,1,1	b4^6*q2_0^3*q3_0*q4_0^2*q5_0*b3
561	8,2,1,2,1,1	b4^8*q2_0^2*q3_0*q4_0^2*q5_0*b3
562	10,1,1,2,1,1	b4^10*q2_0*q3_0*q4_0^2*q5_0*b3
563	12,0,1,2,1,1	b4^12*q3_0*q4_0^2*q5_0*b3
564	1,7,0,2,1,1	b4*q2_0^7*q4_0^2*q5_0*b3
565	3,6,0,2,1,1	b4^3*q2_0^6*q4_0^2*q5_0*b3
566	5,5,0,2,1,1	b4^5*q2_0^5*q4_0^2*q5_0*b3
567	7,4,0,2,1,1	b4^7*q2_0^4*q4_0^2*q5_0*b3
568	9,3,0,2,1,1	b4^9*q2_0^3*q4_0^2*q5_0*b3
569	11,2,0,2,1,1	b4^11*q2_0^2*q4_0^2*q5_0*b3
570	1,0,6,1,1,1	b4*q3_0^6*q4_0*q5_0*b3
571	0,2,5,1,1,1	q2_0^2*q3_0^5*q4_0*q5_0*b3
572	2,1,5,1,1,1	b4^2*q2_0*q3_0^5*q4_0*q5_0*b3
573	4,0,5,1,1,1	b4^4*q3_0^5*q4_0*q5_0*b3
574	1,3,4,1,1,1	b4*q2_0^3*q3_0^4*q4_0*q5_0*b3
575	3,2,4,1,1,1	b4^3*q2_0^2*q3_0^4*q4_0*q5_0*b3
576	5,1,4,1,1,1	b4^5*q2_0*q3_0^4*q4_0*q5_0*b3
577	7,0,4,1,1,1	b4^7*q3_0^4*q4_0*q5_0*b3
578	0,5,3,1,1,1	q2_0^5*q3_0^3*q4_0*q5_0*b3
579	2,4,3,1,1,1	b4^2*q2_0^4*q3_0^3*q4_0*q5_0*b3
580	4,3,3,1,1,1	b4^4*q2_0^3*q3_0^3*q4_0*q5_0*b3
581	6,2,3,1,1,1	b4^6*q2_0^2*q3_0^3*q4_0*q5_0*b3
582	8,1,3,1,1,1	b4^8*q2_0*q3_0^3*q4_0*q5_0*b3
583	10,0,3,1,1,1	b4^10*q3_0^3*q4_0*q5_0*b3
584	1,6,2,1,1,1	b4*q2_0^6*q3_0^2*q4_0*q5_0*b3
585	3,5,2,1,1,1	b4^3*q2_0^5*q3_0^2*q4_0*q5_0*b3
586	5,4,2,1,1,1	b4^5*q2_0^4*q3_0^2*q4_0*q5_0*b3
587	7,3,2,1,1,1	b4^7*q2_0^3*q3_0^2*q4_0*q5_0*b3
588	9,2,2,1,1,1	b4^9*q2_0^2*q3_0^2*q4_0*q5_0*b3
589	11,1,2,1,1,1	b4^11*q2_0*q3_0^2*q4_0*q5_0*b3
590	13,0,2,1,1,1	b4^13*q3_0^2*q4_0*q5_0*b3
591	0,8,1,1,1,1	q2_0^8*q3_0*q4_0*q5_0*b3
592	2,7,1,1,1,1	b4^2*q2_0^7*q3_0*q4_0*q5_0*b3
593	4,6,1,1,1,1	b4^4*q2_0^6*q3_0*q4_0*q5_0*b3
594	0,1,7,0,1,1	q2_0*q3_0^7*q5_0*b3
595	2,0,7,0,1,1	b4^2*q3_0^7*q5_0*b3
596	1,2,6,0,1,1	b4*q2_0^2*q3_0^6*q5_0*b3
597	0,0,0,7,0,1	q4_0^7*b3
598	1,0,1,6,0,1	b4*q3_0*q4_0^6*b3
599	0,2,0,6,0,1	q2_0^2*q4_0^6*b3
600	2,1,0,6,0,1	b4^2*q2_0*q4_0^6*b3
601	4,0,0,6,0,1	b4^4*q4_0^6*b3
602	0,1,2,5,0,1	q2_0*q3_0^2*q4_0^5*b3
603	2,0,2,5,0,1	b4^2*q3_0^2*q4_0^5*b3
604	1,2,1,5,0,1	b4*q2_0^2*q3_0*q4_0^5*b3
605	3,1,1,5,0,1	b4^3*q2_0*q3_0*q4_0^5*b3
606	5,0,1,5,0,1	b4^5*q3_0*q4_0^5*b3
607	0,4,0,5,0,1	q2_0^4*q4_0^5*b3
608	2,3,0,5,0,1	b4^2*q2_0^3*q4_0^5*b3
609	4,2,0,5,0,1	b4^4*q2_0^2*q4_0^5*b3
610	6,1,0,5,0,1	b4^6*q2_0*q4_0^5*b3
611	8,0,0,5,0,1	b4^8*q4_0^5*b3
612	0,0,0,0,7,0	q5_0^7
613	0,1,1,0,6,0	q2_0*q3_0*q5_0^6
614	0,1,0,2,5,0	q2_0*q4_0^2*q5_0^5
615	0,0,2,1,5,0	q3_0^2*q4_0*q5_0^5
616	0,3,0,1,5,0	q2_0^3*q4_0*q5_0^5
617	0,2,2,0,5,0	q2_0^2*q3_0^2*q5_0^5
618	0,5,0,0,5,0	q2_0^5*q5_0^5
619	0,0,1,3,4,0	q3_0*q4_0^3*q5_0^4
620	0,2,1,2,4,0	q2_0^2*q3_0*q4_0^2*q5_0^4
621	0,1,3,1,4,0	q2_0*q3_0^3*q4_0*q5_0^4
622	0,4,1,1,4,0	q2_0^4*q3_0*q4_0*q5_0^4
623	0,0,5,0,4,0	q3_0^5*q5_0^4
624	0,3,3,0,4,0	q2_0^3*q3_0^3*q5_0^4
625	0,6,1,0,4,0	q2_0^6*q3_0*q5_0^4
626	0,0,0,5,3,0	q4_0^5*q5_0^3
627	0,2,0,4,3,0	q2_0^2*q4_0^4*q5_0^3
628	0,1,2,3,3,0	q2_0*q3_0^2*q4_0^3*q5_0^3
629	0,0,4,2,3,0	q3_0^4*q4_0^2*q5_0^3
630	4,2,2,0,3,1	b4^4*q2_0^2*q3_0^2*q5_0^3*b3
631	6,1,2,0,3,1	b4^6*q2_0*q3_0^2*q5_0^3*b3
632	8,0,2,0,3,1	b4^8*q3_0^2*q5_0^3*b3
633	1,5,1,0,3,1	b4*q2_0^5*q3_0*q5_0^3*b3
634	3,4,1,0,3,1	b4^3*q2_0^4*q3_0*q5_0^3*b3
635	5,3,1,0,3,1	b4^5*q2_0^3*q3_0*q5_0^3*b3
636	7,2,1,0,3,1	b4^7*q2_0^2*q3_0*q5_0^3*b3
637	9,1,1,0,3,1	b4^9*q2_0*q3_0*q5_0^3*b3
638	11,0,1,0,3,1	b4^11*q3_0*q5_0^3*b3
639	0,7,0,0,3,1	q2_0^7*q5_0^3*b3
640	2,6,0,0,3,1	b4^2*q2_0^6*q5_0^3*b3
641	4,5,0,0,3,1	b4^4*q2_0^5*q5_0^3*b3
642	6,4,0,0,3,1	b4^6*q2_0^4*q5_0^3*b3
643	8,3,0,0,3,1	b4^8*q2_0^3*q5_0^3*b3
644	10,2,0,0,3,1	b4^10*q2_0^2*q5_0^3*b3
645	12,1,0,0,3,1	b4^12*q2_0*q5_0^3*b3
646	0,0,1,4,2,1	q3_0*q4_0^4*q5_0^2*b3
647	1,1,0,4,2,1	b4*q2_0*q4_0^4*q5_0^2*b3
648	3,0,0,4,2,1	b4^3*q4_0^4*q5_0^2*b3
649	1,0,2,3,2,1	b4*q3_0^2*q4_0^3*q5_0^2*b3
650	0,2,1,3,2,1	q2_0^2*q3_0*q4_0^3*q5_0^2*b3
651	2,1,1,3,2,1	b4^2*q2_0*q3_0*q4_0^3*q5_0^2*b3
652	4,0,1,3,2,1	b4^4*q3_0*q4_0^3*q5_0^2*b3
653	1,3,0,3,2,1	b4*q2_0^3*q4_0^3*q5_0^2*b3
654	3,2,0,3,2,1	b4^3*q2_0^2*q4_0^3*q5_0^2*b3
655	5,1,0,3,2,1	b4^5*q2_0*q4_0^3*q5_0^2*b3
656	7,0,0,3,2,1	b4^7*q4_0^3*q5_0^2*b3
657	0,1,3,2,2,1	q2_0*q3_0^3*q4_0^2*q5_0^2*b3
658	2,0,3,2,2,1	b4^2*q3_0^3*q4_0^2*q5_0^2*b3
659	1,2,2,2,2,1	b4*q2_0^2*q3_0^2*q4_0^2*q5_0^2*b3
660	3,1,2,2,2,1	b4^3*q2_0*q3_0^2*q4_0^2*q5_0^2*b3
661	5,0,2,2,2,1	b4^5*q3_0^2*q4_0^2*q5_0^2*b3
662	0,4,1,2,2,1	q2_0^4*q3_0*q4_0^2*q5_0^2*b3
663	2,3,1,2,2,1	b4^2*q2_0^3*q3_0*q4_0^2*q5_0^2*b3
664	4,2,1,2,2,1	b4^4*q2_0^2*q3_0*q4_0^2*q5_0^2*b3
665	6,1,1,2,2,1	b4^6*q2_0*q3_0*q4_0^2*q5_0^2*b3
666	8,0,1,2,2,1	b4^8*q3_0*q4_0^2*q5_0^2*b3
667	1,5,0,2,2,1	b4*q2_0^5*q4_0^2*q5_0^2*b3
668	3,4,0,2,2,1	b4^3*q2_0^4*q4_0^2*q5_0^2*b3
669	5,3,0,2,2,1	b4^5*q2_0^3*q4_0^2*q5_0^2*b3
670	7,2,0,2,2,1	b4^7*q2_0^2*q4_0^2*q5_0^2*b3
671	9,1,0,2,2,1	b4^9*q2_0*q4_0^2*q5_0^2*b3
672	11,0,0,2,2,1	b4^11*q4_0^2*q5_0^2*b3
673	0,0,5,1,2,1	q3_0^5*q4_0*q5_0^2*b3
674	1,1,4,1,2,1	b4*q2_0*q3_0^4*q4_0*q5_0^2*b3
675	3,0,4,1,2,1	b4^3*q3_0^4*q4_0*q5_0^2*b3
676	0,3,3,1,2,1	q2_0^3*q3_0^3*q4_0*q5_0^2*b3
677	2,2,3,1,2,1	b4^2*q2_0^2*q3_0^3*q4_0*q5_0^2*b3
678	4,1,3,1,2,1	b4^4*q2_0*q3_0^3*q4_0*q5_0^2*b3
679	6,0,3,1,2,1	b4^6*q3_0^3*q4_0*q5_0^2*b3
680	1,4,2,1,2,1	b4*q2_0^4*q3_0^2*q4_0*q5_0^2*b3
681	3,3,2,1,2,1	b4^3*q2_0^3*q3_0^2*q4_0*q5_0^2*b3
682	5,2,2,1,2,1	b4^5*q2_0^2*q3_0^2*q4_0*q5_0^2*b3
683	7,1,2,1,2,1	b4^7*q2_0*q3_0^2*q4_0*q5_0^2*b3
684	9,0,2,1,2,1	b4^9*q3_0^2*q4_0*q5_0^2*b3
685	0,6,1,1,2,1	q2_0^6*q3_0*q4_0*q5_0^2*b3
686	2,5,1,1,2,1	b4^2*q2_0^5*q3_0*q4_0*q5_0^2*b3
687	4,4,1,1,2,1	b4^4*q2_0^4*q3_0*q4_0*q5_0^2*b3
688	6,3,1,1,2,1	b4^6*q2_0^3*q3_0*q4_0*q5_0^2*b3
689	8,2,1,1,2,1	b4^8*q2_0^2*q3_0*q4_0*q5_0^2*b3
690	10,1,1,1,2,1	b4^10*q2_0*q3_0*q4_0*q5_0^2*b3
691	12,0,1,1,2,1	b4^12*q3_0*q4_0*q5_0^2*b3
692	1,7,0,1,2,1	b4*q2_0^7*q4_0*q5_0^2*b3
693	3,6,0,1,2,1	b4^3*q2_0^6*q4_0*q5_0^2*b3
694	5,5,0,1,2,1	b4^5*q2_0^5*q4_0*q5_0^2*b3
695	7,4,0,1,2,1	b4^7*q2_0^4*q4_0*q5_0^2*b3
696	9,3,0,1,2,1	b4^9*q2_0^3*q4_0*q5_0^2*b3
697	11,2,0,1,2,1	b4^11*q2_0^2*q4_0*q5_0^2*b3
698	1,0,6,0,2,1	b4*q3_0^6*q5_0^2*b3
699	0,2,5,0,2,1	q2_0^2*q3_0^5*q5_0^2*b3
700	2,1,5,0,2,1	b4^2*q2_0*q3_0^5*q5_0^2*b3
701	4,0,5,0,2,1	b4^4*q3_0^5*q5_0^2*b3
702	1,3,4,0,2,1	b4*q2_0^3*q3_0^4*q5_0^2*b3
703	3,2,4,0,2,1	b4^3*q2_0^2*q3_0^4*q5_0^2*b3
704	5,1,4,0,2,1	b4^5*q2_0*q3_0^4*q5_0^2*b3
705	7,0,4,0,2,1	b4^7*q3_0^4*q5_0^2*b3
706	0,5,3,0,2,1	q2_0^5*q3_0^3*q5_0^2*b3
707	2,4,3,0,2,1	b4^2*q2_0^4*q3_0^3*q5_0^2*b3
708	4,3,3,0,2,1	b4^4*q2_0^3*q3_0^3*q5_0^2*b3
709	6,2,3,0,2,1	b4^6*q2_0^2*q3_0^3*q5_0^2*b3
710	8,1,3,0,2,1	b4^8*q2_0*q3_0^3*q5_0^2*b3
711	10,0,3,0,2,1	b4^10*q3_0^3*q5_0^2*b3
712	1,6,2,0,2,1	b4*q2_0^6*q3_0^2*q5_0^2*b3
713	3,5,2,0,2,1	b4^3*q2_0^5*q3_0^2*q5_0^2*b3
714	5,4,2,0,2,1	b4^5*q2_0^4*q3_0^2*q5_0^2*b3
715	7,3,2,0,2,1	b4^7*q2_0^3*q3_0^2*q5_0^2*b3
716	9,2,2,0,2,1	b4^9*q2_0^2*q3_0^2*q5_0^2*b3
717	11,1,2,0,2,1	b4^11*q2_0*q3_0^2*q5_0^2*b3
718	13,0,2,0,2,1	b4^13*q3_0^2*q5_0^2*b3
719	0,8,1,0,2,1	q2_0^8*q3_0*q5_0^2*b3
720	2,7,1,0,2,1	b4^2*q2_0^7*q3_0*q5_0^2*b3
721	4,6,1,0,2,1	b4^4*q2_0^6*q3_0*q5_0^2*b3
722	0,0,0,6,1,1	q4_0^6*q5_0*b3
723	1,0,1,5,1,1	b4*q3_0*q4_0^5*q5_0*b3
724	0,2,0,5,1,1	q2_0^2*q4_0^5*q5_0*b3
725	2,1,0,5,1,1	b4^2*q2_0*q4_0^5*q5_0*b3
726	4,0,0,5,1,1	b4^4*q4_0^5*q5_0*b3
727	0,1,2,4,1,1	q2_0*q3_0^2*q4_0^4*q5_0*b3
728	2,0,2,4,1,1	b4^2*q3_0^2*q4_0^4*q5_0*b3
729	1,2,1,4,1,1	b4*q2_0^2*q3_0*q4_0^4*q5_0*b3
730	3,1,1,4,1,1	b4^3*q2_0*q3_0*q4_0^4*q5_0*b3
731	5,0,1,4,1,1	b4^5*q3_0*q4_0^4*q5_0*b3
732	0,4,0,4,1,1	q2_0^4*q4_0^4*q5_0*b3
733	2,3,0,4,1,1	b4^2*q2_0^3*q4_0^4*q5_0*b3
734	4,2,0,4,1,1	b4^4*q2_0^2*q4_0^4*q5_0*b3
735	6,1,0,4,1,1	b4^6*q2_0*q4_0^4*q5_0*b3
736	8,0,0,4,1,1	b4^8*q4_0^4*q5_0*b3
737	0,0,4,3,1,1	q3_0^4*q4_0^3*q5_0*b3
738	1,1,3,3,1,1	b4*q2_0*q3_0^3*q4_0^3*q5_0*b3
739	3,0,3,3,1,1	b4^3*q3_0^3*q4_0^3*q5_0*b3
740	0,3,2,3,1,1	q2_0^3*q3_0^2*q4_0^3*q5_0*b3
741	2,2,2,3,1,1	b4^2*q2_0^2*q3_0^2*q4_0^3*q5_0*b3
742	4,1,2,3,1,1	b4^4*q2_0*q3_0^2*q4_0^3*q5_0*b3
743	6,0,2,3,1,1	b4^6*q3_0^2*q4_0^3*q5_0*b3
744	1,4,1,3,1,1	b4*q2_0^4*q3_0*q4_0^3*q5_0*b3
745	3,3,1,3,1,1	b4^3*q2_0^3*q3_0*q4_0^3*q5_0*b3
746	5,2,1,3,1,1	b4^5*q2_0^2*q3_0*q4_0^3*q5_0*b3
747	7,1,1,3,1,1	b4^7*q2_0*q3_0*q4_0^3*q5_0*b3
748	9,0,1,3,1,1	b4^9*q3_0*q4_0^3*q5_0*b3
