filename	bytes	sha256	ended_utc	http	url
sources/author-Horruitiner.xml	5529	adf2cf892fc2d17ed69f1f4f44facaddcfad4a73afb77951b2f0c1729b504f71	2026-09-07T07:38:51Z	200	https://export.arxiv.org/api/query?search_query=au:Horruitiner&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-van-den-Essen.xml	14238	6c2e42299bc4dfee87c16572b6630d423b0c757824f9095b76a61bef643a9cca	2026-09-07T07:38:50Z	200	https://export.arxiv.org/api/query?search_query=au:%22van%20den%20Essen%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Ni.xml	4694	54d3664e48c00297919fdc15681a775425259e7064b31523d3ec76beb9e31f53	2026-09-07T07:38:51Z	200	https://export.arxiv.org/api/query?search_query=au:%22Zixiang%20Ni%22&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/author-Alpoge.xml	20168	db000e81a5ec3bd8160988694ffa8e03ef6645f9fccde0b46137ea7d825f131f	2026-09-07T07:38:51Z	200	https://export.arxiv.org/api/query?search_query=au:Alpoge&sortBy=lastUpdatedDate&sortOrder=descending&max_results=10
sources/zenodo-actor-atwell.json	169948	52a2c8b5a976b75c92921e909f9cd6c7ad62952ca178dfc1f837c378323f0795	2026-09-07T07:38:53Z	200	https://zenodo.org/api/records?q=creators.name:%22Atwell%22&sort=mostrecent&size=25
sources/collision-paper2.tex	20686	ae01b633dcc4a5992f8220f09ebcbb900519ecd27fcb7206c72d0e65dbb978c8	2026-09-07T07:40:50Z	200	https://raw.githubusercontent.com/what-social-construct/jacobian-collision-geometry/2e40066e722b601157885fd2a8264569be3ea2b8/paper/paper2.tex
sources/collision-semantic.md	31648	8c5b7bd319d0858c982d4be5eec0c6a6332db2a56ff004cfd864a52181f6603d	2026-09-07T07:40:50Z	200	https://raw.githubusercontent.com/what-social-construct/jacobian-collision-geometry/2e40066e722b601157885fd2a8264569be3ea2b8/SEMANTIC-PARITY.md
sources/collision-challenge.lean	8852	a46fdb1c1be7fb4114219040230c07cac1ed837550e119f189f2f344f67a5b21	2026-09-07T07:40:50Z	200	https://raw.githubusercontent.com/what-social-construct/jacobian-collision-geometry/2e40066e722b601157885fd2a8264569be3ea2b8/CollisionIdeals/Palomar/PaperTwo/Challenge.lean
sources/collision-main.lean	1522	869fd2ec4ce6b9d8bc41277000c7578b2e781d6249a48ec735641cc3f592ee4a	2026-09-07T07:40:50Z	200	https://raw.githubusercontent.com/what-social-construct/jacobian-collision-geometry/2e40066e722b601157885fd2a8264569be3ea2b8/CollisionIdeals/Planar/GenericDegreeTwo/Main.lean
sources/roy-plane-commits.json	2	4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945	2026-09-07T07:40:50Z	200	https://api.github.com/repos/royvanrijn/jacobian-research/commits?path=plane-jc&since=2026-09-06T09:23:00Z&per_page=100
